#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 14:22:30       0    302     85      -     91     47      0      0      0      0  13365   2040  76996      8      0 
 14:22:32       0    299     85      -     92     35      0      0      0      0  13365   1942  76996      8      0 
 14:22:34       0    300     85      -     74     29      0      0      0      0  13365   1942  76996      8      0 
 14:22:36       0    300     85      -     82     34      0      0      0      0  13365   1965  76996      8      0 
 14:22:38       0    299     85      -     95     42      0      0      0      0  13365   2025  76996      8      0 
 14:22:40       0    299     85      -     94     36      0      0      0      0  13365   2032  76996      8      0 
 14:22:42       0    299     85      -     94     35      0      0      0      0  13365   2017  76996      8      0 
 14:22:44       0    300     85      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:22:46       0    300     85      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:22:48       0    300     86      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:22:50       0    299     86      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:22:52       0    300     86      -     93     36      0      0      0      0  13365   1965  76996      8      0 
 14:22:54       0    302     86      -     94     36      0      0      0      0  13365   2025  76996      8      0 
 14:22:56       0    293     83      -     93     35      0      0      0      0  13365   2047  76996      8      0 
 14:22:58       0    299     85      -     94     35      0      0      0      0  13365   2025  76996      8      0 
 14:23:00       0    300     86      -     93     35      0      0      0      0  13365   2040  76996      8      0 
 14:23:02       0    299     85      -     93     35      0      0      0      0  13365   2025  76996      8      0 
 14:23:04       0    298     85      -     94     36      0      0      0      0  13365   2017  76996      8      0 
 14:23:06       0    298     85      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:23:08       0    300     85      -     94     36      0      0      0      0  13365   2032  76996      8      0 
 14:23:10       0    300     85      -     83     32      0      0      0      0  13365   1957  76996      8      0 
 14:23:12       0    305     85      -     81     36      0      0      0      0  13365   1965  76996      8      0 
 14:23:14       0    299     85      -     94     43      0      0      0      0  13365   2032  76996      8      0 
 14:23:16       0    299     85      -     95     42      0      0      0      0  13365   2032  76996      8      0 
 14:23:19       0    299     86      -     95     42      0      0      0      0  13365   2017  76996      8      0 
 14:23:21       0    300     85      -     94     36      0      0      0      0  13365   2025  76996      8      0 
 14:23:23       0    300     86      -     94     36      0      0      0      0  13365   2032  76996      8      0 
 14:23:25       0    300     86      -     91     47      0      0      0      0  13365   2002  76996      8      0 
 14:23:27       0    300     86      -     94     35      0      0      0      0  13365   2047  76996      8      0 
 14:23:29       0    302     85      -     94     35      0      0      0      0  13365   2085  76996      8      0 
 14:23:31       0    299     85      -     93     37      0      0      0      0  13365   2032  76996      8      0 
 14:23:33       0    300     86      -     82     34      0      0      0      0  13365   2040  76996      8      0 
 14:23:35       0    300     86      -     91     39      0      0      0      0  13365   2032  76996      8      0 
 14:23:37       0    299     85      -     95     41      0      0      0      0  13365   2010  76996      8      0 
 14:23:39       0    299     85      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:23:41       0    299     85      -     94     35      0      0      0      0  13365   2010  76996      8      0 
 14:23:43       0    279     86      -     92     38      0      0      0      0  13365   2055  76996      8      0 
 14:23:45       0    300     85      -     92     38      0      0      0      0  13365   2055  76996      8      0 
 14:23:47       0    300     86      -     92     39      0      0      0      0  13365   2062  76996      8      0 
 14:23:49       0    300     85      -     94     44      0      0      0      0  13365   2055  76996      8      0 
 14:23:51       0    299     85      -     94     43      0      0      0      0  13365   2040  76996      8      0 
 14:23:53       0    299     85      -     95     42      0      0      0      0  13365   2040  76996      8      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 14:23:55       0    299     86      -     94     35      0      0      0      0  13365   2025  76996      8      0 
 14:23:57       0    300     85      -     91     47      0      0      0      0  13365   1965  76996      8      0 
 14:23:59       0    306     85      -     93     36      0      0      0      0  13365   1980  76996      8      0 
 14:24:01       0    300     85      -     91     47      0      0      0      0  13365   1927  76996      8      0 
 14:24:03       0    299     86      -     93     35      0      0      0      0  13365   2010  76996      8      0 
 14:24:05       0    299     85      -     93     36      0      0      0      0  13365   2017  76996      8      0 
 14:24:07       0    300     85      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:24:09       0    300     86      -     94     35      0      0      0      0  13365   2017  76996      8      0 
 14:24:11       0    299     86      -     94     35      0      0      0      0  13365   2017  76996      8      0 
 14:24:13       0    300     86      -     93     35      0      0      0      0  13365   2032  76996      8      0 
 14:24:15       0    300     86      -     93     35      0      0      0      0  13365   1987  76996      8      0 
 14:24:17       0    299     85      -     94     36      0      0      0      0  13365   2010  76996      8      0 
 14:24:19       0    300     86      -     93     35      0      0      0      0  13365   2025  76996      8      0 
 14:24:21       0    300     85      -     94     35      0      0      0      0  13365   2010  76996      8      0 
 14:24:23       0    299     85      -     94     35      0      0      0      0  13365   2017  76996      8      0 
 14:24:25       0    299     86      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:24:27       0    298     86      -     73     31      0      0      0      0  13365   2032  76996      8      0 
 14:24:29       0    300     86      -     91     39      0      0      0      0  13365   2025  76996      8      0 
 14:24:31       0    300     86      -     90     44      0      0      0      0  13365   1972  76996      8      0 
 14:24:33       0    299     85      -     94     35      0      0      0      0  13365   2025  76996      8      0 
 14:24:35       0    299     85      -     94     36      0      0      0      0  13365   2010  76996      8      0 
 14:24:37       0    299     85      -     93     36      0      0      0      0  13365   1980  76996      8      0 
 14:24:39       0    300     85      -     91     47      0      0      0      0  13365   1942  76996      8      0 
 14:24:41       0    300     85      -     91     47      0      0      0      0  13365   1950  76996      8      0 
 14:24:43       0    300     85      -     91     39      0      0      0      0  13365   1980  76996      8      0 
 14:24:45       0    268     82      -      0      0      0      0      0      0  13365   2100  76996      8      0 
 14:24:47       0    299     85      -     88     33      0      0      0      0  13365   2032  76996      8      0 
 14:24:49       0    299     86      -     92     39      0      0      0      0  13365   2062  76996      8      0 
 14:24:51       0    300     86      -     92     38      0      0      0      0  13365   2062  76996      8      0 
 14:24:53       0    300     85      -     94     44      0      0      0      0  13365   2047  76996      8      0 
 14:24:55       0    300     85      -     94     44      0      0      0      0  13365   2047  76996      8      0 
 14:24:57       0    300     85      -     94     44      0      0      0      0  13365   2040  76996      8      0 
 14:24:59       0    299     85      -     95     42      0      0      0      0  13365   2032  76996      8      0 
 14:25:01       0    293     85      -     94     35      0      0      0      0  13365   2017  76996      8      0 
 14:25:03       0    300     85      -     93     36      0      0      0      0  13365   1972  76996      8      0 
 14:25:05       0    299     86      -     94     35      0      0      0      0  13365   1965  76996      8      0 
 14:25:07       0    299     85      -     93     37      0      0      0      0  13365   1965  76996      8      0 
 14:25:09       0    299     85      -     93     37      0      0      0      0  13365   1957  76996      8      0 
 14:25:11       0    299     85      -     93     36      0      0      0      0  13365   1957  76996      8      0 
 14:25:13       0    299     85      -     93     36      0      0      0      0  13365   1950  76996      8      0 
 14:25:15       0    299     86      -     93     36      0      0      0      0  13365   1965  76996      8      0 
 14:25:17       0    302     85      -     94     35      0      0      0      0  13365   2002  76996      8      0 
 14:25:19       0    299     85      -     93     37      0      0      0      0  13365   1980  76996      8      0 
 14:25:21       0    300     85      -     94     35      0      0      0      0  13365   1957  76996      8      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 14:25:23       0    299     85      -     94     35      0      0      0      0  13365   2002  76996      8      0 
 14:25:25       0    300     86      -     94     35      0      0      0      0  13365   2017  76996      8      0 
 14:25:27       0    298     85      -     81     39      0      0      0      0  13365   1935  76996      8      0 
 14:25:29       0    298     85      -     74     30      0      0      0      0  13365   2040  76996      8      0 
 14:25:31       0    298     86      -     82     33      0      0      0      0  13365   2025  76996      8      0 
 14:25:33       0    300     85      -     94     35      0      0      0      0  13365   2025  76996      8      0 
 14:25:35       0    300     85      -     94     44      0      0      0      0  13365   2040  76996      8      0 
 14:25:37       0    299     85      -     95     42      0      0      0      0  13365   2055  76996      8      0 
 14:25:39       0    299     85      -     94     35      0      0      0      0  13365   2032  76996      8      0 
 14:25:41       0    299     85      -     94     35      0      0      0      0  13365   2010  76996      8      0 
 14:25:43       0    299     86      -     94     35      0      0      0      0  13365   1972  76996      8      0 
 14:25:45       0    299     86      -     93     36      0      0      0      0  13365   1972  76996      8      0 
 14:25:47       0    268     85      -     91     41      0      0      0      0  13365   2055  76996      8      0 
 14:25:49       0    299     85      -     94     44      0      0      0      0  13365   2025  76996      8      0 
 14:25:51       0    299     85      -     93     51      0      0      0      0  13365   1942  76996      8      0 
 14:25:53       0    299     86      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:25:55       0    300     85      -     91     47      0      0      0      0  13365   2025  76996      8      0 
 14:25:57       0    300     85      -     82     34      0      0      0      0  13365   1965  76996      8      0 
 14:25:59       0    300     85      -     90     44      0      0      0      0  13365   1920  76996      8      0 
 14:26:01       0    300     86      -     91     47      0      0      0      0  13365   1935  76996      8      0 
 14:26:03       0    300     85      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:26:05       0    300     85      -     94     36      0      0      0      0  13365   2032  76996      8      0 
 14:26:07       0    297     84      -     93     35      0      0      0      0  13365   2032  76996      8      0 
 14:26:09       0    298     85      -     93     35      0      0      0      0  13365   2032  76996      8      0 
 14:26:11       0    300     85      -     94     35      0      0      0      0  13365   2085  76996      8      0 
 14:26:13       0    300     85      -     82     34      0      0      0      0  13365   1920  76996      8      0 
 14:26:15       0    299     85      -     92     39      0      0      0      0  13365   2032  76996      8      0 
 14:26:17       0    271     85      -      0      0      0      0      0      0  13365   2055  76996      8      0 
 14:26:19       0    299     85      -     85     37      0      0      0      0  13365   1965  76996      8      0 
 14:26:21       0    300     85      -     91     39      0      0      0      0  13365   2002  76996      8      0 
 14:26:23       0    300     85      -     90     44      0      0      0      0  13365   1935  76996      8      0 
 14:26:25       0    301     85      -     91     47      0      0      0      0  13365   2025  76996      8      0 
 14:26:27       0    299     85      -     93     36      0      0      0      0  13365   2025  76996      8      0 
 14:26:29       0    299     85      -     94     35      0      0      0      0  13365   1980  76996      8      0 
 14:26:31       0    300     86      -     94     35      0      0      0      0  13365   1957  76996      8      0 
 14:26:33       0    303     86      -     93     36      0      0      0      0  13365   2055  76996      8      0 
 14:26:35       0    300     85      -     93     36      0      0      0      0  13365   2040  76996      8      0 
 14:26:37       0    299     85      -     93     36      0      0      0      0  13365   2032  76996      8      0 
 14:26:39       0    300     85      -     94     35      0      0      0      0  13365   2002  76996      8      0 
 14:26:41       0    299     86      -     91     40      0      0      0      0  13365   1980  76996      8      0 
 14:26:43       0    299     86      -     91     39      0      0      0      0  13365   1987  76996      8      0 
 14:26:45       0    299     85      -     92     39      0      0      0      0  13365   2010  76996      8      0 
 14:26:47       0    300     85      -     92     39      0      0      0      0  13365   2017  76996      8      0 
 14:26:49       0    299     85      -     92     38      0      0      0      0  13365   2025  76996      8      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 14:26:51       0    115     80      -      0      0      0      0      0      0  13365   2332  76996      8      0 
 14:26:53       0    110     79      -      0      0      0      0      0      0  13365   2272  76996      8      0 
 14:26:55       0    300     83      -     91     40      0      0      0      0  13365   1995  75490      8      0 
 14:26:57       0    299     84      -     91     45      0      0      0      0  13365   1980  75490      8      0 
 14:26:59       0    300     84      -     92     39      0      0      0      0  13365   2040  75490      8      0 
 14:27:01       0    300     84      -     89     40      0      0      0      0  13365   2025  75490      8      0 
 14:27:03       0    300     84      -     92     39      0      0      0      0  13365   1980  75490      8      0 
 14:27:05       0    299     84      -     90     40      0      0      0      0  13365   1972  75490      8      0 
 14:27:07       0    299     84      -     92     39      0      0      0      0  13365   1972  75490      8      0 
 14:27:09       0    300     85      -     92     38      0      0      0      0  13365   1965  75490      8      0 
 14:27:11       0    299     85      -     88     40      0      0      0      0  13365   1980  72526      8      0 
 14:27:13       0    299     85      -     92     39      0      0      0      0  13365   1987  72522      8      0 
 14:27:15       0    299     85      -     82     38      0      0      0      0  13365   1980  75490      8      0 
 14:27:17       0    299     85      -     91     38      0      0      0      0  13365   2002  75490      8      0 
 14:27:19       0    299     85      -     88     45      0      0      0      0  13365   2032  75490      8      0 
 14:27:21       0    300     85      -     90     39      0      0      0      0  13365   2025  75490      8      0 
 14:27:23       0    300     85      -     92     39      0      0      0      0  13365   2002  75490      8      0 
 14:27:25       0    300     85      -     89     40      0      0      0      0  13365   1980  75490      8      0 
 14:27:27       0    299     85      -     92     39      0      0      0      0  13365   1980  75490      8      0 
 14:27:29       0    213     81      -     92     38      0      0      0      0  13365   2332  72238      8      0 
 14:27:31       0    110     79      -      0      0      0      0      0      0  13365   2272      6      6      0 
