profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      49.968ms       114.55%      49.968ms     780.758us            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      40.456ms        92.75%      40.456ms     316.064us           128  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      13.013ms        29.83%      13.013ms     203.325us            64  
                                     aten::index_select         3.94%       2.737ms         9.41%       6.541ms      25.553us       1.072ms         2.46%       1.072ms       4.186us           256  
                                            aten::copy_         5.49%       3.818ms        12.05%       8.376ms      18.696us     861.597us         1.98%     863.005us       1.926us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     860.630us         1.97%     860.630us       4.482us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     367.234us         0.84%     367.234us       2.869us           128  
                                              aten::mul         2.40%       1.672ms         4.03%       2.803ms      21.896us     297.087us         0.68%     297.087us       2.321us           128  
                                              aten::sum         1.49%       1.038ms         2.19%       1.525ms      23.822us     293.764us         0.67%     293.764us       4.590us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     293.764us         0.67%     293.764us       4.590us            64  
                                             aten::silu         1.56%       1.085ms         2.44%       1.698ms      26.532us     264.320us         0.61%     264.320us       4.130us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     264.320us         0.61%     264.320us       4.130us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     211.007us         0.48%     211.007us       3.297us            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     190.975us         0.44%     190.975us       2.984us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     187.839us         0.43%     187.839us       2.935us            64  
                                            aten::where         1.97%       1.368ms         4.02%       2.798ms      21.857us     184.253us         0.42%     184.253us       1.439us           128  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     184.253us         0.42%     184.253us       1.439us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     177.311us         0.41%     177.311us       2.770us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     142.527us         0.33%     142.527us       1.113us           128  
