profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     374.027ms       114.64%     374.027ms      11.688ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     336.733ms       103.21%     336.733ms      10.523ms            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     299.695ms        91.86%     299.695ms       9.365ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      24.324ms         7.46%      24.324ms     380.059us            64  
                                            aten::copy_         1.26%       4.722ms         2.75%      10.290ms      35.730us     537.661us         0.16%     537.661us       1.867us           288  
                                     aten::index_select         1.08%       4.047ms         2.26%       8.471ms      66.182us     456.161us         0.14%     456.161us       3.564us           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     284.001us         0.09%     284.001us       4.438us            64  
                                              aten::sum         0.99%       3.725ms         2.28%       8.546ms      89.017us     254.878us         0.08%     346.304us       3.607us            96  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     234.111us         0.07%     234.111us       2.439us            96  
                                              aten::mul         1.10%       4.117ms         1.82%       6.834ms      35.596us     232.191us         0.07%     232.191us       1.209us           192  
                                            aten::clamp         0.51%       1.909ms         0.76%       2.865ms      44.769us     142.015us         0.04%     142.015us       2.219us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     142.015us         0.04%     142.015us       2.219us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     132.030us         0.04%     132.030us       2.063us            64  
                                              aten::add         0.62%       2.333ms         0.96%       3.601ms      37.509us     129.369us         0.04%     129.369us       1.348us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     122.848us         0.04%     122.848us       3.839us            32  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      97.600us         0.03%      97.600us       3.050us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      91.426us         0.03%      91.426us       1.429us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      87.356us         0.03%      87.356us       1.365us            64  
                                             aten::add_         0.32%       1.209ms         0.54%       2.018ms      31.533us      86.756us         0.03%      86.756us       1.356us            64  
