profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     217.688ms       113.49%     217.688ms       6.803ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     176.073ms        91.79%     176.073ms       5.502ms            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     156.636ms        81.66%     156.636ms       4.895ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      31.802ms        16.58%      31.802ms     496.901us            64  
                                            aten::copy_         1.14%       2.501ms         2.54%       5.559ms      19.301us     808.664us         0.42%     808.664us       2.808us           288  
                                     aten::index_select         0.99%       2.170ms         2.10%       4.595ms      35.896us     644.934us         0.34%     644.934us       5.039us           128  
                                              aten::sum         0.90%       1.980ms         1.99%       4.350ms      45.317us     393.083us         0.20%     544.248us       5.669us            96  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     390.916us         0.20%     390.916us       6.108us            64  
                                              aten::mul         0.95%       2.090ms         1.56%       3.413ms      17.777us     366.367us         0.19%     366.367us       1.908us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     346.556us         0.18%     346.556us       3.610us            96  
                                            aten::clamp         0.47%       1.029ms         0.73%       1.605ms      25.084us     219.163us         0.11%     219.163us       3.424us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     219.163us         0.11%     219.163us       3.424us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     210.878us         0.11%     210.878us       3.295us            64  
                                              aten::add         0.60%       1.307ms         0.92%       2.018ms      21.024us     193.025us         0.10%     193.025us       2.011us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     182.205us         0.09%     182.205us       5.694us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     151.165us         0.08%     151.165us       2.362us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     141.315us         0.07%     141.315us       4.416us            32  
                                             aten::add_         0.27%     585.138us         0.46%     999.355us      15.615us     132.258us         0.07%     132.258us       2.067us            64  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     132.258us         0.07%     132.258us       2.067us            64  
