profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      71.445ms       153.65%      71.445ms       2.233ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      36.141ms        77.73%      36.141ms       1.129ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      30.325ms        65.22%      30.325ms     473.826us            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us      13.051ms        28.07%      13.051ms     407.832us            32  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us       2.113ms         4.54%       2.113ms      66.037us            32  
                                            aten::copy_         4.11%       2.961ms         9.23%       6.658ms      13.004us     827.360us         1.78%     827.360us       1.616us           512  
                                     aten::index_select         1.84%       1.324ms         3.80%       2.738ms      28.517us     481.372us         1.04%     481.372us       5.014us            96  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     372.637us         0.80%     372.637us       5.822us            64  
                                              aten::sum         2.23%       1.605ms         5.07%       3.653ms      38.048us     368.733us         0.79%     511.298us       5.326us            96  
                                              aten::mul         2.62%       1.889ms         4.31%       3.108ms      16.185us     346.491us         0.75%     346.491us       1.805us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     325.213us         0.70%     325.213us       3.388us            96  
                                            aten::clamp         1.28%     923.077us         1.94%       1.401ms      21.888us     205.600us         0.44%     205.600us       3.212us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     205.600us         0.44%     205.600us       3.212us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     200.925us         0.43%     200.925us       3.139us            64  
                                              aten::add         1.61%       1.164ms         2.64%       1.905ms      19.848us     182.176us         0.39%     182.176us       1.898us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     167.808us         0.36%     167.808us       5.244us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     142.565us         0.31%     142.565us       2.228us            64  
                                              aten::any         0.78%     561.165us         1.18%     847.748us      26.492us     126.879us         0.27%     126.879us       3.965us            32  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     126.879us         0.27%     126.879us       3.965us            32  
