profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     267.737ms        87.12%     267.737ms       4.183ms            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     265.232ms        86.30%     265.232ms       4.144ms            64  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      40.930ms        13.32%      40.930ms     639.529us            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      39.106ms        12.72%      39.106ms     305.518us           128  
                                     aten::index_select         1.19%       3.687ms         2.75%       8.522ms      33.289us       1.080ms         0.35%       1.080ms       4.220us           256  
                                            aten::copy_         1.57%       4.866ms         3.46%      10.706ms      23.898us     895.269us         0.29%     896.613us       2.001us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     875.431us         0.28%     875.431us       4.560us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     357.660us         0.12%     357.660us       2.794us           128  
                                              aten::mul         0.75%       2.306ms         1.20%       3.722ms      29.080us     288.767us         0.09%     288.767us       2.256us           128  
                                              aten::sum         0.44%       1.368ms         0.65%       2.026ms      31.655us     283.900us         0.09%     283.900us       4.436us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     283.900us         0.09%     283.900us       4.436us            64  
                                             aten::silu         0.50%       1.535ms         0.76%       2.365ms      36.947us     260.127us         0.08%     260.127us       4.064us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     260.127us         0.08%     260.127us       4.064us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     204.991us         0.07%     204.991us       3.203us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     193.281us         0.06%     193.281us       3.020us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     189.478us         0.06%     189.478us       1.480us           128  
                                            aten::where         0.58%       1.809ms         1.10%       3.399ms      26.552us     178.752us         0.06%     178.752us       1.397us           128  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     178.752us         0.06%     178.752us       1.397us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     173.216us         0.06%     173.216us       2.707us            64  
