profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     152.643ms        79.33%     152.643ms       2.385ms            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     150.157ms        78.04%     150.157ms       2.346ms            64  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      41.094ms        21.36%      41.094ms     642.099us            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      39.265ms        20.41%      39.265ms     306.754us           128  
                                     aten::index_select         1.64%       3.182ms         3.79%       7.364ms      28.766us       1.074ms         0.56%       1.074ms       4.194us           256  
                                            aten::copy_         2.10%       4.074ms         4.77%       9.265ms      20.682us     896.945us         0.47%     898.353us       2.005us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     867.781us         0.45%     867.781us       4.520us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     357.405us         0.19%     357.405us       2.792us           128  
                                              aten::mul         1.01%       1.967ms         1.60%       3.102ms      24.232us     289.890us         0.15%     289.890us       2.265us           128  
                                              aten::sum         0.65%       1.269ms         0.93%       1.809ms      28.264us     283.964us         0.15%     283.964us       4.437us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     283.964us         0.15%     283.964us       4.437us            64  
                                             aten::silu         0.62%       1.214ms         0.97%       1.879ms      29.354us     260.066us         0.14%     260.066us       4.064us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     260.066us         0.14%     260.066us       4.064us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     205.954us         0.11%     205.954us       3.218us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     193.951us         0.10%     193.951us       3.030us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     190.589us         0.10%     190.589us       1.489us           128  
                                            aten::where         0.82%       1.600ms         1.54%       2.988ms      23.345us     179.551us         0.09%     179.551us       1.403us           128  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     179.551us         0.09%     179.551us       1.403us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     174.399us         0.09%     174.399us       2.725us            64  
