profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     359.880ms       109.04%     359.880ms      11.246ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     324.572ms        98.34%     324.572ms      10.143ms            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     303.128ms        91.84%     303.128ms       9.473ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      24.633ms         7.46%      24.633ms     384.896us            64  
                                            aten::copy_         0.73%       2.635ms         1.62%       5.835ms      20.259us     548.247us         0.17%     548.247us       1.904us           288  
                                     aten::index_select         0.61%       2.216ms         1.31%       4.714ms      36.829us     467.515us         0.14%     467.515us       3.652us           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     289.630us         0.09%     289.630us       4.525us            64  
                                              aten::sum         0.59%       2.117ms         1.30%       4.680ms      48.746us     263.809us         0.08%     358.848us       3.738us            96  
                                              aten::mul         0.57%       2.069ms         0.94%       3.387ms      17.640us     237.472us         0.07%     237.472us       1.237us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     235.391us         0.07%     235.391us       2.452us            96  
                                            aten::clamp         0.28%     996.109us         0.42%       1.522ms      23.783us     143.489us         0.04%     143.489us       2.242us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     143.489us         0.04%     143.489us       2.242us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     137.858us         0.04%     137.858us       2.154us            64  
                                              aten::add         0.35%       1.249ms         0.54%       1.941ms      20.220us     131.007us         0.04%     131.007us       1.365us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     125.951us         0.04%     125.951us       3.936us            32  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     100.639us         0.03%     100.639us       3.145us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      95.039us         0.03%      95.039us       1.485us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      89.598us         0.03%      89.598us       2.800us            32  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      89.246us         0.03%      89.246us       1.394us            64  
