profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      74.684ms       155.38%      74.684ms       2.334ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      37.625ms        78.28%      37.625ms       1.176ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      31.741ms        66.04%      31.741ms     495.951us            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us      13.051ms        27.15%      13.051ms     407.838us            32  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us       2.060ms         4.28%       2.060ms      64.360us            32  
                                            aten::copy_         3.98%       2.986ms         9.00%       6.743ms      13.169us     865.433us         1.80%     865.433us       1.690us           512  
                                     aten::index_select         1.73%       1.296ms         3.57%       2.677ms      27.882us     502.138us         1.04%     502.138us       5.231us            96  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     388.443us         0.81%     388.443us       6.069us            64  
                                              aten::sum         2.23%       1.673ms         4.97%       3.724ms      38.796us     387.168us         0.81%     536.988us       5.594us            96  
                                              aten::mul         2.50%       1.874ms         4.10%       3.074ms      16.012us     364.581us         0.76%     364.581us       1.899us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     341.721us         0.71%     341.721us       3.560us            96  
                                            aten::clamp         1.25%     938.685us         1.93%       1.450ms      22.657us     216.349us         0.45%     216.349us       3.380us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     216.349us         0.45%     216.349us       3.380us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     211.009us         0.44%     211.009us       3.297us            64  
                                              aten::add         1.51%       1.132ms         2.46%       1.844ms      19.211us     191.268us         0.40%     191.268us       1.992us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     176.159us         0.37%     176.159us       5.505us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     149.820us         0.31%     149.820us       2.341us            64  
                                              aten::any         0.68%     509.415us         1.03%     775.569us      24.237us     132.926us         0.28%     132.926us       4.154us            32  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     132.926us         0.28%     132.926us       4.154us            32  
