profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.token         0.00%       0.000us         0.00%       0.000us       0.000us      40.493ms        99.92%      40.493ms      10.123ms             4  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      39.807ms        98.23%      39.807ms     310.995us           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     239.328us         0.59%     239.328us       3.739us            64  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     157.884us         0.39%     157.884us       1.233us           128  
                                          _combine_rows         0.00%       0.000us         0.00%       0.000us       0.000us     108.098us         0.27%     108.098us       1.689us            64  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     104.864us         0.26%     104.864us       1.638us            64  
                                           _swiglu_rows         0.00%       0.000us         0.00%       0.000us       0.000us      95.009us         0.23%      95.009us       1.485us            64  
                                         e4b::p66.input         0.00%       0.000us         0.00%       0.000us       0.000us      81.376us         0.20%      81.376us      20.344us             4  
                                            aten::copy_         0.23%      96.028us         1.00%     413.516us      51.689us      13.440us         0.03%      15.424us       1.928us             8  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      13.440us         0.03%      13.440us       1.680us             8  
                                Activity Buffer Request         0.40%     163.763us         0.40%     163.763us     163.763us       1.984us         0.00%       1.984us       1.984us             1  
                                         e4b::p66.token         0.59%     241.813us         4.73%       1.950ms     487.606us       0.000us         0.00%      15.424us       3.856us             4  
                                         e4b::p66.input         0.74%     304.864us         1.98%     817.771us     204.443us       0.000us         0.00%      15.424us       3.856us             4  
                                           aten::select         0.18%      72.687us         0.23%      92.791us       7.733us       0.000us         0.00%       0.000us       0.000us            12  
                                       aten::as_strided         0.06%      25.196us         0.06%      25.196us       1.260us       0.000us         0.00%       0.000us       0.000us            20  
                                        aten::unsqueeze         0.07%      27.516us         0.08%      32.608us       4.076us       0.000us         0.00%       0.000us       0.000us             8  
                                        cudaMemcpyAsync         0.37%     153.725us         0.37%     153.725us      19.216us       0.000us         0.00%       0.000us       0.000us             8  
                                  cudaStreamIsCapturing         0.01%       6.024us         0.01%       6.024us       1.506us       0.000us         0.00%       0.000us       0.000us             4  
                                        cudaGraphLaunch         2.15%     884.206us         2.15%     884.206us     221.051us       0.000us         0.00%       0.000us       0.000us             4  
                                   cudaDriverGetVersion         0.00%       0.609us         0.00%       0.609us       0.152us       0.000us         0.00%       0.000us       0.000us             4  
                                     aten::resolve_conj         0.00%       1.964us         0.00%       1.964us       0.491us       0.000us         0.00%       0.000us       0.000us             4  
                                      aten::resolve_neg         0.00%       0.718us         0.00%       0.718us       0.180us       0.000us         0.00%       0.000us       0.000us             4  
                                  cudaDeviceSynchronize        95.20%      39.234ms        95.20%      39.234ms      19.617ms       0.000us         0.00%       0.000us       0.000us             2  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 41.213ms
Self CUDA time total: 40.526ms
