profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      57.426ms       142.63%      57.426ms       1.795ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      27.878ms        69.24%      27.878ms     871.177us            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      24.878ms        61.79%      24.878ms     388.718us            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us      13.029ms        32.36%      13.029ms     407.166us            32  
                                            aten::copy_         3.53%       2.081ms         7.62%       4.493ms      15.602us     563.463us         1.40%     563.463us       1.956us           288  
                                     aten::index_select         2.67%       1.574ms         5.68%       3.349ms      26.165us     475.713us         1.18%     475.713us       3.717us           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     294.849us         0.73%     294.849us       4.607us            64  
                                              aten::sum         2.64%       1.556ms         6.06%       3.570ms      37.191us     270.142us         0.67%     368.123us       3.835us            96  
                                              aten::mul         3.06%       1.802ms         5.13%       3.021ms      15.732us     245.720us         0.61%     245.720us       1.280us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     244.990us         0.61%     244.990us       2.552us            96  
                                            aten::clamp         1.53%     904.193us         2.34%       1.381ms      21.584us     149.503us         0.37%     149.503us       2.336us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     149.503us         0.37%     149.503us       2.336us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     141.151us         0.35%     141.151us       2.205us            64  
                                              aten::add         1.91%       1.125ms         3.02%       1.780ms      18.544us     135.394us         0.34%     135.394us       1.410us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     128.991us         0.32%     128.991us       4.031us            32  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     102.146us         0.25%     102.146us       3.192us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      97.981us         0.24%      97.981us       1.531us            64  
                                             aten::add_         1.02%     599.982us         1.68%     988.879us      15.451us      91.520us         0.23%      91.520us       1.430us            64  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      91.520us         0.23%      91.520us       1.430us            64  
