profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      64.117ms       132.95%      64.117ms       2.004ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      31.788ms        65.92%      31.788ms     496.693us            64  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      27.280ms        56.57%      27.280ms     852.512us            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us      13.057ms        27.08%      13.057ms     408.043us            32  
                                            aten::copy_         3.12%       2.040ms         6.73%       4.406ms      15.299us     803.800us         1.67%     803.800us       2.791us           288  
                                     aten::index_select         2.48%       1.625ms         5.25%       3.438ms      26.857us     643.331us         1.33%     643.331us       5.026us           128  
                                              aten::sum         2.28%       1.490ms         5.25%       3.438ms      35.812us     396.958us         0.82%     549.085us       5.720us            96  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     389.445us         0.81%     389.445us       6.085us            64  
                                              aten::mul         2.80%       1.830ms         4.63%       3.028ms      15.773us     368.694us         0.76%     368.694us       1.920us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     343.487us         0.71%     343.487us       3.578us            96  
                                            aten::clamp         1.29%     844.196us         2.02%       1.320ms      20.629us     219.201us         0.45%     219.201us       3.425us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     219.201us         0.45%     219.201us       3.425us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     213.152us         0.44%     213.152us       3.331us            64  
                                              aten::add         1.60%       1.046ms         2.53%       1.656ms      17.254us     194.687us         0.40%     194.687us       2.028us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     183.806us         0.38%     183.806us       5.744us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     152.127us         0.32%     152.127us       2.377us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     140.639us         0.29%     140.639us       4.395us            32  
                                             aten::add_         0.77%     501.259us         1.34%     876.766us      13.699us     133.442us         0.28%     133.442us       2.085us            64  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     133.442us         0.28%     133.442us       2.085us            64  
