profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      67.302ms        99.72%      67.302ms       1.052ms            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      63.010ms        93.36%      63.010ms     492.266us           128  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us       3.580ms         5.30%       3.580ms      55.936us            64  
                                     aten::index_select         2.95%       2.196ms         7.03%       5.227ms      20.419us       1.492ms         2.21%       1.492ms       5.827us           256  
                                            aten::copy_         4.09%       3.039ms        10.47%       7.783ms      17.373us       1.236ms         1.83%       1.238ms       2.763us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.186ms         1.76%       1.186ms       6.179us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     498.971us         0.74%     498.971us       3.898us           128  
                                              aten::sum         1.07%     795.010us         1.64%       1.217ms      19.017us     421.183us         0.62%     421.183us       6.581us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     421.183us         0.62%     421.183us       6.581us            64  
                                              aten::mul         1.83%       1.357ms         2.99%       2.219ms      17.338us     420.155us         0.62%     420.155us       3.282us           128  
                                             aten::silu         1.22%     905.767us         2.06%       1.532ms      23.940us     349.150us         0.52%     349.150us       5.455us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     349.150us         0.52%     349.150us       5.455us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     305.410us         0.45%     305.410us       4.772us            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     291.550us         0.43%     291.550us       4.555us            64  
                                            aten::where         1.58%       1.175ms         3.02%       2.245ms      17.538us     273.024us         0.40%     273.024us       2.133us           128  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     273.024us         0.40%     273.024us       2.133us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     259.198us         0.38%     259.198us       4.050us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     247.358us         0.37%     247.358us       3.865us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     213.918us         0.32%     213.918us       1.671us           128  
