profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     221.154ms        84.72%     221.154ms       3.456ms            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     219.007ms        83.89%     219.007ms       3.422ms            64  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      40.892ms        15.66%      40.892ms     638.938us            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      39.055ms        14.96%      39.055ms     305.119us           128  
                                     aten::index_select         0.93%       2.454ms         2.26%       5.926ms      23.150us       1.074ms         0.41%       1.074ms       4.195us           256  
                                            aten::copy_         1.25%       3.274ms         2.85%       7.491ms      16.721us     899.322us         0.34%     900.730us       2.011us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     869.469us         0.33%     869.469us       4.528us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     355.964us         0.14%     355.964us       2.781us           128  
                                              aten::mul         0.56%       1.467ms         0.91%       2.387ms      18.652us     287.295us         0.11%     287.295us       2.244us           128  
                                              aten::sum         0.33%     861.635us         0.51%       1.327ms      20.741us     286.946us         0.11%     286.946us       4.484us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     286.946us         0.11%     286.946us       4.484us            64  
                                             aten::silu         0.37%     977.017us         0.58%       1.530ms      23.906us     261.535us         0.10%     261.535us       4.086us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     261.535us         0.10%     261.535us       4.086us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     204.511us         0.08%     204.511us       3.195us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     194.047us         0.07%     194.047us       3.032us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     191.967us         0.07%     191.967us       1.500us           128  
                                            aten::where         0.47%       1.224ms         0.91%       2.380ms      18.595us     179.551us         0.07%     179.551us       1.403us           128  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     179.551us         0.07%     179.551us       1.403us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     171.935us         0.07%     171.935us       2.686us            64  
