profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      51.195ms        55.99%      51.195ms     799.924us            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us      49.015ms        53.60%      49.015ms     765.867us            64  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      41.288ms        45.15%      41.288ms     645.125us            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      39.440ms        43.13%      39.440ms     308.126us           128  
                                     aten::index_select         2.38%       2.211ms         5.67%       5.260ms      20.547us       1.073ms         1.17%       1.073ms       4.192us           256  
                                            aten::copy_         3.28%       3.044ms         7.29%       6.768ms      15.106us     889.952us         0.97%     891.360us       1.990us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     866.936us         0.95%     866.936us       4.515us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     356.805us         0.39%     356.805us       2.788us           128  
                                              aten::sum         0.88%     819.363us         1.36%       1.261ms      19.702us     289.377us         0.32%     289.377us       4.522us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     289.377us         0.32%     289.377us       4.522us            64  
                                              aten::mul         1.48%       1.377ms         2.43%       2.254ms      17.612us     289.277us         0.32%     289.277us       2.260us           128  
                                             aten::silu         0.97%     904.691us         1.52%       1.413ms      22.079us     262.236us         0.29%     262.236us       4.097us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     262.236us         0.29%     262.236us       4.097us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     206.303us         0.23%     206.303us       3.223us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     192.604us         0.21%     192.604us       3.009us            64  
                                            aten::where         1.28%       1.188ms         2.37%       2.203ms      17.214us     181.052us         0.20%     181.052us       1.414us           128  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     181.052us         0.20%     181.052us       1.414us           128  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     180.769us         0.20%     180.769us       1.412us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     172.925us         0.19%     172.925us       2.702us            64  
