profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     326.562ms       107.35%     326.562ms      10.205ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     294.758ms        96.90%     294.758ms       9.211ms            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     277.710ms        91.29%     277.710ms       8.678ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      24.230ms         7.97%      24.230ms     378.593us            64  
                                            aten::copy_         0.67%       2.184ms         1.45%       4.733ms      16.435us     539.202us         0.18%     539.202us       1.872us           288  
                                     aten::index_select         0.53%       1.739ms         1.17%       3.832ms      29.941us     461.820us         0.15%     461.820us       3.608us           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     287.070us         0.09%     287.070us       4.485us            64  
                                              aten::sum         0.52%       1.692ms         1.16%       3.803ms      39.610us     256.514us         0.08%     349.988us       3.646us            96  
                                              aten::mul         0.57%       1.851ms         0.92%       3.018ms      15.717us     232.712us         0.08%     232.712us       1.212us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     230.112us         0.08%     230.112us       2.397us            96  
                                            aten::clamp         0.26%     852.937us         0.41%       1.332ms      20.813us     140.189us         0.05%     140.189us       2.190us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     140.189us         0.05%     140.189us       2.190us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     132.930us         0.04%     132.930us       2.077us            64  
                                              aten::add         0.34%       1.115ms         0.53%       1.721ms      17.927us     128.997us         0.04%     128.997us       1.344us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     123.584us         0.04%     123.584us       3.862us            32  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      98.975us         0.03%      98.975us       3.093us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      93.474us         0.03%      93.474us       1.461us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      89.793us         0.03%      89.793us       2.806us            32  
                                             aten::add_         0.16%     526.206us         0.27%     878.811us      13.731us      87.843us         0.03%      87.843us       1.373us            64  
