profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     616.706ms       307.64%     616.706ms       9.636ms            64  
                                          e4b::p66.cold         0.00%       0.000us         0.00%       0.000us       0.000us     506.654ms       252.74%     506.654ms       7.916ms            64  
                                            aten::copy_         1.66%      10.412ms        24.21%     152.265ms      95.165us     151.580ms        75.61%     151.580ms      94.738us          1600  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     149.990ms        74.82%     149.990ms     468.717us           320  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      40.153ms        20.03%      40.153ms     156.847us           256  
                                     aten::index_select        20.24%     127.332ms        23.55%     148.140ms      82.667us       2.907ms         1.45%       2.907ms       1.622us          1792  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.186ms         1.09%       2.186ms       2.277us           960  
                                          aten::nonzero         1.30%       8.172ms         2.93%      18.429ms      71.989us       1.186ms         0.59%       1.186ms       4.631us           256  
                                            aten::index         1.29%       8.097ms         3.40%      21.384ms      47.732us       1.111ms         0.55%       1.673ms       3.734us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     720.922us         0.36%     720.922us       2.816us           256  
                                 aten::_index_put_impl_         0.29%       1.847ms         0.56%       3.524ms      27.533us     561.793us         0.28%     561.793us       4.389us           128  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     561.793us         0.28%     561.793us       4.389us           128  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     525.342us         0.26%     525.342us       2.052us           256  
                                             aten::sort         0.85%       5.332ms         2.70%      16.979ms      88.434us     484.507us         0.24%       1.004ms       5.232us           192  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us     484.507us         0.24%     484.507us       3.785us           128  
                                      aten::index_copy_         0.33%       2.070ms         0.55%       3.452ms      26.969us     426.565us         0.21%     426.565us       3.333us           128  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     426.565us         0.21%     426.565us       3.333us           128  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     421.722us         0.21%     421.722us       1.647us           256  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     396.505us         0.20%     396.505us       1.033us           384  
