profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     118.218ms       186.01%     118.218ms       1.847ms            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      55.699ms        87.64%      55.699ms     435.147us           128  
                                     aten::index_select         3.79%       4.939ms         8.81%      11.470ms      19.913us       2.385ms         3.75%       2.385ms       4.140us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.706ms         2.68%       1.706ms       3.807us           448  
                                            aten::copy_         2.62%       3.406ms         6.21%       8.091ms      14.048us       1.068ms         1.68%       1.068ms       1.855us           576  
                                          aten::nonzero         3.10%       4.035ms        24.43%      31.803ms     248.462us     796.174us         1.25%     796.174us       6.220us           128  
                                            aten::index         2.35%       3.056ms         3.89%       5.068ms      26.397us     736.797us         1.16%     736.797us       3.837us           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     679.033us         1.07%     679.033us       5.305us           128  
                                              aten::sum         0.86%       1.116ms         1.27%       1.659ms      25.915us     384.575us         0.61%     384.575us       6.009us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     384.575us         0.61%     384.575us       6.009us            64  
                                 aten::_index_put_impl_         0.65%     846.874us         1.21%       1.582ms      24.715us     375.005us         0.59%     375.005us       5.859us            64  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     375.005us         0.59%     375.005us       5.859us            64  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     366.431us         0.58%     366.431us       2.863us           128  
                                             aten::sort         1.21%       1.579ms         4.73%       6.158ms      96.226us     334.499us         0.53%     684.107us      10.689us            64  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us     334.499us         0.53%     334.499us       5.227us            64  
                                      aten::index_copy_         0.66%     857.717us         1.12%       1.464ms      22.882us     329.087us         0.52%     329.087us       5.142us            64  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     329.087us         0.52%     329.087us       5.142us            64  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     274.752us         0.43%     274.752us       2.146us           128  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us     272.542us         0.43%     272.542us       2.129us           128  
