profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.token         0.00%       0.000us         0.00%       0.000us       0.000us     182.030ms       100.00%     182.030ms      45.507ms             4  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     140.444ms        77.15%     140.444ms       2.194ms            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      39.062ms        21.46%      39.062ms     305.171us           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     808.925us         0.44%     808.925us       4.213us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     282.619us         0.16%     282.619us       2.208us           128  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     206.683us         0.11%     206.683us       3.229us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     189.984us         0.10%     189.984us       2.969us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     179.070us         0.10%     179.070us       2.798us            64  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     170.080us         0.09%     170.080us       1.329us           128  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     165.888us         0.09%     165.888us       1.220us           136  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     164.896us         0.09%     164.896us       2.576us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     136.542us         0.08%     136.542us       2.133us            64  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      86.624us         0.05%      86.624us       1.354us            64  
                                         e4b::p66.input         0.00%       0.000us         0.00%       0.000us       0.000us      78.144us         0.04%      78.144us      19.536us             4  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      75.132us         0.04%      75.132us       1.174us            64  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      65.827us         0.04%      65.827us       1.029us            64  
                                            aten::copy_         0.04%      68.606us         0.26%     472.280us      59.035us      13.728us         0.01%      15.776us       1.972us             8  
                                Activity Buffer Request         0.07%     121.270us         0.07%     121.270us     121.270us       2.048us         0.00%       2.048us       2.048us             1  
                                         e4b::p66.token         0.09%     160.157us         1.33%       2.442ms     610.554us       0.000us         0.00%      15.776us       3.944us             4  
                                         e4b::p66.input         0.12%     216.393us         0.41%     755.955us     188.989us       0.000us         0.00%      15.776us       3.944us             4  
                                           aten::select         0.03%      50.848us         0.04%      65.585us       5.465us       0.000us         0.00%       0.000us       0.000us            12  
                                       aten::as_strided         0.01%      17.480us         0.01%      17.480us       0.874us       0.000us         0.00%       0.000us       0.000us            20  
                                        aten::unsqueeze         0.01%      18.799us         0.01%      21.542us       2.693us       0.000us         0.00%       0.000us       0.000us             8  
                                        cudaMemcpyAsync         0.15%     282.404us         0.15%     282.404us      35.300us       0.000us         0.00%       0.000us       0.000us             8  
                                  cudaStreamIsCapturing         0.00%       4.286us         0.00%       4.286us       1.072us       0.000us         0.00%       0.000us       0.000us             4  
                                        cudaGraphLaunch         0.83%       1.521ms         0.83%       1.521ms     380.363us       0.000us         0.00%       0.000us       0.000us             4  
                                   cudaDriverGetVersion         0.00%       0.369us         0.00%       0.369us       0.092us       0.000us         0.00%       0.000us       0.000us             4  
                                     aten::resolve_conj         0.00%       0.856us         0.00%       0.856us       0.214us       0.000us         0.00%       0.000us       0.000us             4  
                                      aten::resolve_neg         0.00%       0.326us         0.00%       0.326us       0.082us       0.000us         0.00%       0.000us       0.000us             4  
                                  cudaDeviceSynchronize        98.65%     180.673ms        98.65%     180.673ms      90.336ms       0.000us         0.00%       0.000us       0.000us             2  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 183.136ms
Self CUDA time total: 182.038ms
