profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     371.148ms       155.89%     371.148ms      11.598ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     341.014ms       143.23%     341.014ms      10.657ms            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     211.687ms        88.91%     211.687ms       6.615ms            32  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us     104.950ms        44.08%     104.950ms       3.280ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      24.209ms        10.17%      24.209ms     378.265us            64  
                                            aten::copy_         0.95%       3.534ms         2.19%       8.139ms      15.896us     583.546us         0.25%     583.546us       1.140us           512  
                                     aten::index_select         0.37%       1.359ms         0.76%       2.828ms      29.455us     361.952us         0.15%     361.952us       3.770us            96  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     286.112us         0.12%     286.112us       4.470us            64  
                                              aten::sum         0.44%       1.648ms         1.00%       3.724ms      38.788us     253.246us         0.11%     346.044us       3.605us            96  
                                              aten::mul         0.51%       1.879ms         0.82%       3.028ms      15.772us     232.286us         0.10%     232.286us       1.210us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     229.602us         0.10%     229.602us       2.392us            96  
                                            aten::clamp         0.23%     858.160us         0.36%       1.326ms      20.716us     140.768us         0.06%     140.768us       2.200us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     140.768us         0.06%     140.768us       2.200us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     134.430us         0.06%     134.430us       2.100us            64  
                                              aten::add         0.29%       1.079ms         0.46%       1.699ms      17.696us     130.625us         0.05%     130.625us       1.361us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     118.816us         0.05%     118.816us       3.713us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      92.798us         0.04%      92.798us       1.450us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      88.125us         0.04%      88.125us       1.377us            64  
                                             aten::add_         0.14%     518.642us         0.23%     857.698us      13.402us      87.775us         0.04%      87.775us       1.371us            64  
