profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     136.559ms        77.50%     136.559ms       2.134ms            64  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     134.136ms        76.13%     134.136ms       2.096ms            64  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      40.913ms        23.22%      40.913ms     639.268us            64  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      39.077ms        22.18%      39.077ms     305.290us           128  
                                     aten::index_select         1.81%       3.227ms         4.35%       7.741ms      30.240us       1.074ms         0.61%       1.074ms       4.197us           256  
                                            aten::copy_         2.31%       4.107ms         5.21%       9.288ms      20.733us     896.660us         0.51%     898.004us       2.004us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     870.143us         0.49%     870.143us       4.532us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     355.066us         0.20%     355.066us       2.774us           128  
                                              aten::mul         1.08%       1.927ms         1.75%       3.110ms      24.295us     287.515us         0.16%     287.515us       2.246us           128  
                                              aten::sum         0.60%       1.065ms         0.92%       1.637ms      25.572us     287.420us         0.16%     287.420us       4.491us            64  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     287.420us         0.16%     287.420us       4.491us            64  
                                             aten::silu         0.65%       1.163ms         1.03%       1.832ms      28.626us     260.929us         0.15%     260.929us       4.077us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     260.929us         0.15%     260.929us       4.077us            64  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     204.318us         0.12%     204.318us       3.192us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     193.860us         0.11%     193.860us       3.029us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     191.131us         0.11%     191.131us       1.493us           128  
                                            aten::where         0.87%       1.554ms         1.76%       3.130ms      24.449us     179.070us         0.10%     179.070us       1.399us           128  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     179.070us         0.10%     179.070us       1.399us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     171.709us         0.10%     171.709us       2.683us            64  
