profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     762.711ms       263.54%     762.711ms      11.917ms            64  
                                          e4b::p66.cold         0.00%       0.000us         0.00%       0.000us       0.000us     656.625ms       226.89%     656.625ms      10.260ms            64  
                                            aten::copy_         1.41%      10.909ms        29.28%     227.068ms     143.351us     226.622ms        78.31%     226.622ms     143.069us          1584  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     224.791ms        77.67%     224.791ms     702.470us           320  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      52.772ms        18.23%      52.772ms     209.414us           252  
                                     aten::index_select        23.34%     180.976ms        25.98%     201.478ms     113.573us       3.418ms         1.18%       3.418ms       1.927us          1774  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.581ms         0.89%       2.581ms       2.728us           946  
                                          aten::nonzero         1.12%       8.692ms         2.41%      18.668ms      72.920us       1.368ms         0.47%       1.368ms       5.345us           256  
                                            aten::index         1.03%       8.021ms         2.75%      21.303ms      47.979us       1.300ms         0.45%       1.951ms       4.393us           444  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     837.694us         0.29%     837.694us       3.324us           252  
                                 aten::_index_put_impl_         0.24%       1.839ms         0.45%       3.454ms      27.409us     640.827us         0.22%     640.827us       5.086us           126  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     640.827us         0.22%     640.827us       5.086us           126  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     608.227us         0.21%     608.227us       2.414us           252  
                                             aten::sort         0.58%       4.499ms         2.07%      16.015ms      84.288us     491.362us         0.17%       1.098ms       5.777us           190  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us     491.362us         0.17%     491.362us       4.508us           109  
                                      aten::index_copy_         0.26%       2.037ms         0.43%       3.365ms      26.703us     480.867us         0.17%     480.867us       3.816us           126  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     480.867us         0.17%     480.867us       3.816us           126  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     473.183us         0.16%     473.183us       1.878us           252  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     471.104us         0.16%     471.104us       3.739us           126  
