profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     253.528ms       154.36%     253.528ms       7.923ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     223.716ms       136.21%     223.716ms       6.991ms            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     137.768ms        83.88%     137.768ms       4.305ms            32  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us      62.051ms        37.78%      62.051ms       1.939ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      24.285ms        14.79%      24.285ms     379.449us            64  
                                            aten::copy_         1.32%       3.354ms         3.03%       7.690ms      15.020us     586.658us         0.36%     586.658us       1.146us           512  
                                     aten::index_select         0.53%       1.333ms         1.07%       2.713ms      28.260us     361.119us         0.22%     361.119us       3.762us            96  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     285.279us         0.17%     285.279us       4.457us            64  
                                              aten::sum         0.65%       1.663ms         1.49%       3.793ms      39.506us     253.245us         0.15%     345.949us       3.604us            96  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     232.707us         0.14%     232.707us       2.424us            96  
                                              aten::mul         0.73%       1.862ms         1.19%       3.018ms      15.719us     232.670us         0.14%     232.670us       1.212us           192  
                                            aten::clamp         0.34%     851.833us         0.52%       1.310ms      20.467us     141.248us         0.09%     141.248us       2.207us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     141.248us         0.09%     141.248us       2.207us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     134.333us         0.08%     134.333us       2.099us            64  
                                              aten::add         0.42%       1.056ms         0.65%       1.639ms      17.075us     130.789us         0.08%     130.789us       1.362us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     118.912us         0.07%     118.912us       3.716us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      92.704us         0.06%      92.704us       1.448us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      88.542us         0.05%      88.542us       1.383us            64  
                                             aten::add_         0.21%     523.806us         0.34%     874.960us      13.671us      87.714us         0.05%      87.714us       1.371us            64  
