profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     664.885ms       296.77%     664.885ms      10.389ms            64  
                                          e4b::p66.cold         0.00%       0.000us         0.00%       0.000us       0.000us     545.080ms       243.29%     545.080ms       8.517ms            64  
                                            aten::copy_         1.64%      11.083ms        22.18%     150.273ms      93.920us     143.561ms        64.08%     143.561ms      89.725us          1600  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     141.170ms        63.01%     141.170ms     441.155us           320  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      67.496ms        30.13%      67.496ms     263.657us           256  
                                     aten::index_select        18.96%     128.463ms        22.10%     149.739ms      83.560us       4.394ms         1.96%       4.394ms       2.452us          1792  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       3.308ms         1.48%       3.308ms       3.446us           960  
                                          aten::nonzero         1.24%       8.399ms         3.60%      24.408ms      95.345us       1.763ms         0.79%       1.763ms       6.886us           256  
                                            aten::index         1.22%       8.279ms         3.20%      21.650ms      48.327us       1.649ms         0.74%       2.490ms       5.557us           448  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.085ms         0.48%       1.085ms       4.239us           256  
                                 aten::_index_put_impl_         0.29%       1.952ms         0.53%       3.599ms      28.119us     835.202us         0.37%     835.202us       6.525us           128  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     835.202us         0.37%     835.202us       6.525us           128  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     810.100us         0.36%     810.100us       3.164us           256  
                                             aten::sort         0.71%       4.790ms         2.61%      17.651ms      91.930us     732.541us         0.33%       1.539ms       8.015us           192  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us     732.541us         0.33%     732.541us       5.814us           126  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     616.832us         0.28%     616.832us       1.606us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     612.481us         0.27%     612.481us       2.393us           256  
                                      aten::index_copy_         0.32%       2.172ms         0.52%       3.545ms      27.692us     612.383us         0.27%     612.383us       4.784us           128  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     612.383us         0.27%     612.383us       4.784us           128  
