profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     273.538ms       159.67%     273.538ms       8.548ms            32  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     243.711ms       142.26%     243.711ms       7.616ms            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     144.727ms        84.48%     144.727ms       4.523ms            32  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us      76.047ms        44.39%      76.047ms       2.376ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      24.375ms        14.23%      24.375ms     380.853us            64  
                                            aten::copy_         1.18%       3.232ms         2.72%       7.456ms      14.563us     592.054us         0.35%     592.054us       1.156us           512  
                                     aten::index_select         0.46%       1.260ms         0.95%       2.601ms      27.096us     363.872us         0.21%     363.872us       3.790us            96  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     287.199us         0.17%     287.199us       4.487us            64  
                                              aten::sum         0.57%       1.573ms         1.31%       3.576ms      37.249us     255.581us         0.15%     349.275us       3.638us            96  
                                              aten::mul         0.65%       1.766ms         1.06%       2.900ms      15.103us     234.948us         0.14%     234.948us       1.224us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     234.365us         0.14%     234.365us       2.441us            96  
                                            aten::clamp         0.30%     820.436us         0.46%       1.262ms      19.725us     142.270us         0.08%     142.270us       2.223us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     142.270us         0.08%     142.270us       2.223us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     135.518us         0.08%     135.518us       2.117us            64  
                                              aten::add         0.37%       1.020ms         0.58%       1.593ms      16.593us     131.391us         0.08%     131.391us       1.369us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     120.063us         0.07%     120.063us       3.752us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      93.694us         0.05%      93.694us       1.464us            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      89.376us         0.05%      89.376us       1.397us            64  
                                              aten::any         0.17%     473.424us         0.26%     717.830us      22.432us      88.642us         0.05%      88.642us       2.770us            32  
