profiled decode steps: 4 (active window: 4/4)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      53.644ms       132.16%      53.644ms       1.676ms            32  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      25.153ms        61.97%      25.153ms     393.019us            64  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      24.618ms        60.65%      24.618ms     769.305us            32  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us      13.031ms        32.11%      13.031ms     407.228us            32  
                                            aten::copy_         3.22%       1.761ms         6.72%       3.679ms      12.773us     572.127us         1.41%     572.127us       1.987us           288  
                                     aten::index_select         2.24%       1.224ms         4.99%       2.730ms      21.327us     482.754us         1.19%     482.754us       3.772us           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     298.907us         0.74%     298.907us       4.670us            64  
                                              aten::sum         2.21%       1.207ms         5.15%       2.821ms      29.382us     279.617us         0.69%     381.315us       3.972us            96  
                                              aten::mul         2.77%       1.515ms         4.66%       2.550ms      13.280us     252.122us         0.62%     252.122us       1.313us           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     245.090us         0.60%     245.090us       2.553us            96  
                                            aten::clamp         1.27%     694.330us         1.99%       1.091ms      17.044us     153.278us         0.38%     153.278us       2.395us            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     153.278us         0.38%     153.278us       2.395us            64  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     146.017us         0.36%     146.017us       2.282us            64  
                                              aten::add         1.57%     861.629us         2.49%       1.364ms      14.212us     139.875us         0.34%     139.875us       1.457us            96  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     133.600us         0.33%     133.600us       4.175us            32  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     103.460us         0.25%     103.460us       3.233us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     101.698us         0.25%     101.698us       1.589us            64  
                                             aten::add_         0.86%     469.834us         1.41%     770.698us      12.042us      93.790us         0.23%      93.790us       1.465us            64  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      93.790us         0.23%      93.790us       1.465us            64  
