profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.308s       123.21%        1.308s     109.000ms            12  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     865.686ms        81.54%     865.686ms       4.509ms           192  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     117.611ms        11.08%     117.611ms     306.280us           384  
                                          ProfilerStep*        42.85%     562.801ms       100.00%        1.313s     109.444ms       0.000us         0.00%      75.298ms       6.275ms            12  
                                           aten::matmul         0.61%       8.047ms         4.25%      55.872ms      56.781us       0.000us         0.00%      39.860ms      40.508us           984  
                                           aten::linear         0.32%       4.210ms         5.15%      67.643ms      69.591us       0.000us         0.00%      39.842ms      40.990us           972  
                                               aten::mm         2.41%      31.686ms         3.18%      41.798ms      43.002us      39.842ms         3.75%      39.842ms      40.990us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      29.888ms         2.82%      29.888ms      38.917us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.323ms         0.88%       9.323ms     776.909us            12  
                                            aten::copy_         2.48%      32.513ms        12.48%     163.928ms      40.982us       7.152ms         0.67%       7.154ms       1.789us          4000  
                                               aten::to         0.63%       8.227ms        15.43%     202.699ms      35.240us       0.000us         0.00%       5.998ms       1.043us          5752  
                                         aten::_to_copy         1.59%      20.913ms        14.81%     194.472ms      56.797us       0.000us         0.00%       5.998ms       1.752us          3424  
                                              aten::mul         3.41%      44.777ms         5.27%      69.272ms      23.659us       5.539ms         0.52%       5.541ms       1.892us          2928  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.179ms         0.39%       4.179ms       2.385us          1752  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       3.251ms         0.31%       3.251ms      16.934us           192  
                                     aten::index_select         1.11%      14.540ms         2.98%      39.180ms      40.309us       3.145ms         0.30%       3.145ms       3.236us           972  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.532ms         0.24%       2.532ms       2.637us           960  
                                             aten::mean         0.94%      12.392ms         1.58%      20.786ms      26.648us       2.109ms         0.20%       2.109ms       2.704us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.109ms         0.20%       2.109ms       2.704us           780  
