profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.618s       554.75%        1.618s     134.842ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     188.447ms        64.61%     188.447ms     490.747us           384  
                                          ProfilerStep*        46.33%     753.142ms       100.00%        1.626s     135.467ms       0.000us         0.00%      97.567ms       8.131ms            12  
                                           aten::matmul         0.54%       8.766ms         4.73%      76.811ms      78.060us       0.000us         0.00%      42.693ms      43.387us           984  
                                           aten::linear         0.26%       4.248ms         5.89%      95.696ms      98.453us       0.000us         0.00%      42.667ms      43.896us           972  
                                               aten::mm         2.99%      48.637ms         3.82%      62.058ms      63.846us      42.667ms        14.63%      42.667ms      43.896us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      32.458ms        11.13%      32.458ms      42.262us           768  
                                            aten::copy_         2.80%      45.512ms         6.66%     108.294ms      25.834us      10.906ms         3.74%      10.906ms       2.602us          4192  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.344ms         3.20%       9.344ms     778.645us            12  
                                               aten::to         0.51%       8.345ms         9.12%     148.224ms      25.769us       0.000us         0.00%       9.175ms       1.595us          5752  
                                         aten::_to_copy         1.99%      32.326ms         8.60%     139.879ms      40.853us       0.000us         0.00%       9.175ms       2.680us          3424  
                                              aten::mul         3.26%      53.040ms         5.63%      91.487ms      31.246us       8.039ms         2.76%       8.039ms       2.746us          2928  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.295ms         2.16%       6.295ms       3.593us          1752  
                                     aten::index_select         1.21%      19.614ms         2.98%      48.479ms      41.649us       5.734ms         1.97%       5.734ms       4.926us          1164  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       4.910ms         1.68%       4.910ms      25.575us           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       3.572ms         1.22%       3.572ms       6.201us           576  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.547ms         1.22%       3.547ms       3.695us           960  
                                             aten::mean         1.38%      22.500ms         1.81%      29.391ms      37.681us       3.220ms         1.10%       3.220ms       4.128us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       3.220ms         1.10%       3.220ms       4.128us           780  
