profiled replay steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         _gemv_int4_b32         0.00%       0.000us         0.00%       0.000us       0.000us      11.320ms        37.57%      11.320ms       7.370us          1536  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       3.030ms        10.06%       3.030ms     378.716us             8  
                          _fp8_paged_decode_split_f8dot         0.00%       0.000us         0.00%       0.000us       0.000us       2.774ms         9.21%       2.774ms       7.224us           384  
                                       _reduce_partials         0.00%       0.000us         0.00%       0.000us       0.000us       2.502ms         8.30%       2.502ms       1.629us          1536  
                                          _quant_x_rows         0.00%       0.000us         0.00%       0.000us       0.000us       1.263ms         4.19%       1.263ms       0.823us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.112ms         3.69%       1.112ms       2.837us           392  
                                       _router_epilogue         0.00%       0.000us         0.00%       0.000us       0.000us       1.078ms         3.58%       1.078ms       2.808us           384  
                                    _fp8_append_t1_side         0.00%       0.000us         0.00%       0.000us       0.000us       1.066ms         3.54%       1.066ms       1.388us           768  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us     917.956us         3.05%     917.956us       2.391us           384  
                                       _rope_norm_heads         0.00%       0.000us         0.00%       0.000us       0.000us     883.061us         2.93%     883.061us       1.150us           768  
                                    _rmsnorm_resid_rows         0.00%       0.000us         0.00%       0.000us       0.000us     532.620us         1.77%     532.620us       1.387us           384  
                                          _rmsnorm_rows         0.00%       0.000us         0.00%       0.000us       0.000us     515.589us         1.71%     515.589us       1.315us           392  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     497.563us         1.65%     497.563us       1.296us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     428.513us         1.42%     428.513us       1.093us           392  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     401.505us         1.33%     401.505us       1.046us           384  
                                          _combine_rows         0.00%       0.000us         0.00%       0.000us       0.000us     392.895us         1.30%     392.895us       1.023us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     337.214us         1.12%     337.214us       0.878us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     326.831us         1.08%     326.831us       0.851us           384  
                                           _swiglu_rows         0.00%       0.000us         0.00%       0.000us       0.000us     307.174us         1.02%     307.174us       0.800us           384  
