profiled decode steps: 127 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.399s       786.63%        1.399s     116.542ms            12  
                                               e4b::moe         0.00%       0.000us         0.00%       0.000us       0.000us     478.736ms       269.28%     478.736ms     831.138us           576  
                                              e4b::attn         0.00%       0.000us         0.00%       0.000us       0.000us     328.624ms       184.84%     328.624ms     570.527us           576  
                                          ProfilerStep*         9.11%     127.541ms       100.00%        1.400s     116.628ms       0.000us         0.00%     113.378ms       9.448ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      57.861ms        32.55%      57.861ms      50.227us          1152  
                                         e4b::moe_block         0.00%       0.000us         0.00%       0.000us       0.000us      51.963ms        29.23%      51.963ms      90.213us           576  
                                         e4b::moe_block         2.08%      29.054ms        42.19%     590.500ms       1.025ms       0.000us         0.00%      44.900ms      77.951us           576  
                                               e4b::moe        10.45%     146.227ms        36.17%     506.204ms     878.827us       0.000us         0.00%      36.828ms      63.937us           576  
                                           aten::matmul         0.58%       8.087ms         4.08%      57.134ms      19.674us       0.000us         0.00%      23.651ms       8.144us          2904  
                                           aten::linear         0.29%       4.073ms         4.92%      68.913ms      23.829us       0.000us         0.00%      23.639ms       8.174us          2892  
                                               aten::mm         2.30%      32.214ms         3.10%      43.433ms      15.018us      23.639ms        13.30%      23.639ms       8.174us          2892  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      19.094ms        10.74%      19.094ms      16.404us          1164  
                                            aten::copy_         2.67%      37.352ms         8.52%     119.235ms       7.349us      16.541ms         9.30%      16.543ms       1.020us         16224  
                                              e4b::attn        11.63%     162.705ms        27.27%     381.671ms     662.624us       0.000us         0.00%      15.877ms      27.564us           576  
                                               aten::to         0.84%      11.717ms        11.01%     154.101ms       7.821us       0.000us         0.00%      13.356ms       0.678us         19704  
                                         aten::_to_copy         1.88%      26.255ms        10.17%     142.384ms      11.678us       0.000us         0.00%      13.356ms       1.095us         12192  
                                     aten::index_select         2.16%      30.248ms         4.85%      67.816ms      10.683us      13.115ms         7.38%      13.115ms       2.066us          6348  
                                              aten::mul         2.98%      41.661ms         5.04%      70.566ms       7.617us      11.949ms         6.72%      11.949ms       1.290us          9264  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       8.664ms         4.87%       8.664ms       1.664us          5208  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       8.465ms         4.76%       8.465ms       2.100us          4032  
