profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        2.161s       225.84%        2.161s     180.085ms            12  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     829.085ms        86.64%     829.085ms       1.439ms           576  
                                          ProfilerStep*        42.85%     927.031ms       100.00%        2.164s     180.294ms       0.000us         0.00%      92.721ms       7.727ms            12  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      32.333ms         3.38%      32.333ms      28.067us          1152  
                                           aten::matmul         0.39%       8.447ms         3.24%      70.066ms      39.992us       0.000us         0.00%      21.726ms      12.401us          1752  
                                           aten::linear         0.24%       5.116ms         3.93%      85.047ms      48.877us       0.000us         0.00%      21.713ms      12.479us          1740  
                                               aten::mm         1.73%      37.437ms         2.59%      55.956ms      32.159us      21.701ms         2.27%      21.713ms      12.479us          1740  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      20.354ms         2.13%      20.354ms      17.486us          1164  
                                            aten::copy_         3.05%      65.907ms         8.41%     181.969ms      15.411us      14.274ms         1.49%      14.276ms       1.209us         11808  
                                               aten::to         0.72%      15.677ms        11.84%     256.088ms      15.050us       0.000us         0.00%      12.481ms       0.734us         17016  
                                         aten::_to_copy         1.90%      41.070ms        11.11%     240.410ms      23.850us       0.000us         0.00%      12.481ms       1.238us         10080  
                                              aten::mul         3.06%      66.263ms         5.28%     114.209ms      13.146us      10.947ms         1.14%      10.947ms       1.260us          8688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       8.335ms         0.87%       8.335ms       1.600us          5208  
                                     aten::index_select         1.09%      23.522ms         2.67%      57.767ms      19.975us       7.667ms         0.80%       7.667ms       2.651us          2892  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.180ms         0.65%       6.180ms       1.533us          4032  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.569ms         0.48%       4.569ms       3.966us          1152  
                                              aten::add         1.82%      39.283ms         3.12%      67.537ms      14.035us       4.156ms         0.43%       4.157ms       0.864us          4812  
                                             aten::topk         0.36%       7.699ms         0.82%      17.721ms      30.766us       3.550ms         0.37%       3.556ms       6.174us           576  
                                             aten::mean         1.06%      23.009ms         1.69%      36.498ms      15.759us       3.424ms         0.36%       3.424ms       1.478us          2316  
