profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        2.382s       342.75%        2.382s     198.489ms            12  
                                          ProfilerStep*        31.78%     758.122ms       100.00%        2.386s     198.796ms       0.000us         0.00%     555.212ms      46.268ms            12  
                                            aten::copy_         1.83%      43.742ms        22.62%     539.575ms     113.166us     478.294ms        68.83%     478.295ms     100.314us          4768  
                                               aten::to         0.54%      12.805ms        25.39%     605.669ms      79.946us       0.000us         0.00%     477.967ms      63.090us          7576  
                                         aten::_to_copy         1.19%      28.368ms        24.85%     592.865ms     138.261us       0.000us         0.00%     477.967ms     111.466us          4288  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     470.976ms        67.77%     470.976ms     829.182us           568  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     135.511ms        19.50%     135.511ms     352.893us           384  
                                           aten::matmul         0.35%       8.428ms         2.45%      58.438ms      59.389us       0.000us         0.00%      40.617ms      41.277us           984  
                                           aten::linear         0.16%       3.720ms         2.90%      69.289ms      71.285us       0.000us         0.00%      40.597ms      41.767us           972  
                                               aten::mm         1.43%      34.027ms         1.84%      43.956ms      45.222us      40.597ms         5.84%      40.597ms      41.767us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      30.575ms         4.40%      30.575ms      39.811us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.327ms         1.34%       9.327ms     777.278us            12  
                                              aten::mul         1.46%      34.767ms         2.32%      55.276ms      20.203us       5.399ms         0.78%       5.399ms       1.973us          2736  
                                     aten::index_select        17.90%     426.999ms        19.34%     461.391ms     199.219us       4.582ms         0.66%       4.582ms       1.979us          2316  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.171ms         0.60%       4.171ms       2.519us          1656  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       3.680ms         0.53%       3.680ms      19.165us           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.402ms         0.35%       2.402ms       3.128us           768  
                                             aten::mean         0.53%      12.675ms         0.79%      18.861ms      24.181us       2.389ms         0.34%       2.389ms       3.062us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.389ms         0.34%       2.389ms       3.062us           780  
