profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.092s       537.40%        1.092s      91.041ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     122.089ms        60.06%     122.089ms     317.940us           384  
                                          ProfilerStep*        45.60%     499.775ms       100.00%        1.096s      91.339ms       0.000us         0.00%      77.371ms       6.448ms            12  
                                           aten::matmul         0.75%       8.234ms         5.18%      56.742ms      57.665us       0.000us         0.00%      40.039ms      40.691us           984  
                                           aten::linear         0.34%       3.711ms         6.17%      67.657ms      69.606us       0.000us         0.00%      40.022ms      41.175us           972  
                                               aten::mm         3.05%      33.441ms         3.91%      42.844ms      44.078us      40.022ms        19.69%      40.022ms      41.175us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      30.060ms        14.79%      30.060ms      39.141us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.319ms         4.58%       9.319ms     776.592us            12  
                                            aten::copy_         2.85%      31.202ms         6.82%      74.773ms      17.837us       7.282ms         3.58%       7.282ms       1.737us          4192  
                                               aten::to         0.64%       7.030ms         9.64%     105.617ms      18.362us       0.000us         0.00%       6.159ms       1.071us          5752  
                                         aten::_to_copy         1.77%      19.355ms         8.99%      98.587ms      28.793us       0.000us         0.00%       6.159ms       1.799us          3424  
                                              aten::mul         3.02%      33.132ms         4.87%      53.358ms      18.223us       5.612ms         2.76%       5.612ms       1.917us          2928  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.269ms         2.10%       4.269ms       2.436us          1752  
                                     aten::index_select         1.38%      15.116ms         2.93%      32.158ms      27.627us       4.072ms         2.00%       4.072ms       3.498us          1164  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       3.347ms         1.65%       3.347ms      17.433us           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.575ms         1.27%       2.575ms       4.471us           576  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.498ms         1.23%       2.498ms       2.603us           960  
                                             aten::mean         1.04%      11.420ms         1.55%      17.027ms      21.830us       2.159ms         1.06%       2.159ms       2.768us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.159ms         1.06%       2.159ms       2.768us           780  
