pod,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,power.draw,power.limit,temperature.gpu,utilization.gpu,utilization.memory,clocks_throttle_reasons.active,memory.used
l4c2838z20o6va,2026/07/30 22:11:23.513, 4, 8, 2520 MHz, 10251 MHz, 98.66 W, 450.00 W, 64, 0 %, 0 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:11:54.841, 4, 8, 2520 MHz, 10251 MHz, 103.40 W, 450.00 W, 64, 19 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:12:27.783, 4, 8, 2520 MHz, 10251 MHz, 102.04 W, 450.00 W, 64, 40 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:12:59.030, 4, 8, 2520 MHz, 10251 MHz, 102.21 W, 450.00 W, 64, 6 %, 0 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:13:30.177, 4, 8, 2520 MHz, 10251 MHz, 100.38 W, 450.00 W, 64, 30 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:14:01.330, 4, 8, 2520 MHz, 10251 MHz, 103.67 W, 450.00 W, 64, 28 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:14:32.457, 4, 8, 2520 MHz, 10251 MHz, 103.36 W, 450.00 W, 64, 42 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:15:03.776, 4, 8, 2520 MHz, 10251 MHz, 101.47 W, 450.00 W, 64, 15 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:15:34.924, 4, 8, 2520 MHz, 10251 MHz, 102.03 W, 450.00 W, 64, 14 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:16:06.187, 4, 8, 2520 MHz, 10251 MHz, 101.75 W, 450.00 W, 64, 25 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:16:37.303, 4, 8, 2520 MHz, 10251 MHz, 102.53 W, 450.00 W, 65, 35 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:17:08.436, 4, 8, 2520 MHz, 10251 MHz, 102.59 W, 450.00 W, 65, 16 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:17:39.546, 4, 8, 2520 MHz, 10251 MHz, 101.09 W, 450.00 W, 64, 14 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:18:10.679, 4, 8, 2520 MHz, 10251 MHz, 103.00 W, 450.00 W, 64, 39 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:18:41.955, 4, 8, 2520 MHz, 10251 MHz, 102.82 W, 450.00 W, 64, 41 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:19:13.122, 4, 8, 2520 MHz, 10251 MHz, 96.14 W, 450.00 W, 64, 12 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:19:44.290, 4, 8, 2520 MHz, 10251 MHz, 96.45 W, 450.00 W, 64, 40 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:20:15.487, 4, 8, 2520 MHz, 10251 MHz, 99.37 W, 450.00 W, 64, 31 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:20:46.636, 4, 8, 2520 MHz, 10251 MHz, 99.10 W, 450.00 W, 64, 25 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:21:17.872, 4, 8, 2520 MHz, 10251 MHz, 96.35 W, 450.00 W, 64, 3 %, 0 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:21:49.006, 4, 8, 2520 MHz, 10251 MHz, 101.12 W, 450.00 W, 64, 27 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:22:20.147, 4, 8, 2520 MHz, 10251 MHz, 102.54 W, 450.00 W, 64, 32 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:22:51.267, 4, 8, 2520 MHz, 10251 MHz, 98.50 W, 450.00 W, 64, 6 %, 0 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:23:23.256, 4, 8, 2520 MHz, 10251 MHz, 102.39 W, 450.00 W, 64, 17 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:23:54.404, 4, 8, 2520 MHz, 10251 MHz, 102.30 W, 450.00 W, 65, 13 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:24:25.665, 4, 8, 2520 MHz, 10251 MHz, 101.50 W, 450.00 W, 64, 14 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:24:56.874, 4, 8, 2520 MHz, 10251 MHz, 101.87 W, 450.00 W, 64, 14 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:25:28.144, 4, 8, 2520 MHz, 10251 MHz, 102.04 W, 450.00 W, 64, 42 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:25:59.426, 4, 8, 2520 MHz, 10251 MHz, 101.08 W, 450.00 W, 64, 32 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:26:30.744, 4, 8, 2520 MHz, 10251 MHz, 101.55 W, 450.00 W, 64, 42 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:27:02.021, 4, 8, 2520 MHz, 10251 MHz, 101.51 W, 450.00 W, 64, 31 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:27:33.317, 4, 8, 2535 MHz, 10251 MHz, 102.82 W, 450.00 W, 64, 36 %, 2 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:28:04.479, 4, 8, 2520 MHz, 10251 MHz, 101.12 W, 450.00 W, 64, 6 %, 3 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:28:35.717, 4, 8, 2520 MHz, 10251 MHz, 99.22 W, 450.00 W, 64, 40 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:29:06.933, 4, 8, 2520 MHz, 10251 MHz, 99.82 W, 450.00 W, 64, 34 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:29:38.119, 4, 8, 2520 MHz, 10251 MHz, 98.89 W, 450.00 W, 64, 31 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:30:09.287, 4, 8, 2520 MHz, 10251 MHz, 102.03 W, 450.00 W, 64, 32 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:30:40.681, 4, 8, 2520 MHz, 10251 MHz, 99.59 W, 450.00 W, 64, 24 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:31:11.875, 4, 8, 2520 MHz, 10251 MHz, 102.37 W, 450.00 W, 64, 42 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:31:43.110, 4, 8, 2520 MHz, 10251 MHz, 102.47 W, 450.00 W, 65, 12 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:32:14.317, 4, 8, 2520 MHz, 10251 MHz, 103.24 W, 450.00 W, 65, 34 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:32:45.419, 4, 8, 2520 MHz, 10251 MHz, 100.79 W, 450.00 W, 65, 41 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:33:16.638, 4, 8, 2520 MHz, 10251 MHz, 103.52 W, 450.00 W, 65, 17 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:33:47.802, 4, 8, 2520 MHz, 10251 MHz, 102.93 W, 450.00 W, 65, 18 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:34:18.993, 4, 8, 2610 MHz, 10251 MHz, 107.57 W, 450.00 W, 65, 42 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:34:50.183, 4, 8, 2610 MHz, 10251 MHz, 106.89 W, 450.00 W, 65, 50 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:35:21.475, 4, 8, 2610 MHz, 10251 MHz, 107.61 W, 450.00 W, 65, 42 %, 1 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:35:52.643, 4, 8, 2595 MHz, 10251 MHz, 108.35 W, 450.00 W, 65, 45 %, 5 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:36:23.880, 4, 8, 2520 MHz, 10251 MHz, 81.53 W, 450.00 W, 63, 0 %, 0 %, 0x0000000000000000, 10914 MiB
l4c2838z20o6va,2026/07/30 22:36:55.855, 4, 8, 2520 MHz, 10251 MHz, 80.53 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 3126 MiB
l4c2838z20o6va,2026/07/30 22:37:27.182, 4, 8, 2520 MHz, 10251 MHz, 83.46 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 3380 MiB
l4c2838z20o6va,2026/07/30 22:37:58.478, 4, 8, 2520 MHz, 10251 MHz, 84.53 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 3512 MiB
l4c2838z20o6va,2026/07/30 22:38:29.839, 4, 8, 2520 MHz, 10251 MHz, 79.61 W, 450.00 W, 62, 0 %, 0 %, 0x0000000000000000, 5706 MiB
l4c2838z20o6va,2026/07/30 22:39:01.064, 4, 8, 2610 MHz, 10251 MHz, 108.40 W, 450.00 W, 63, 77 %, 6 %, 0x0000000000000000, 6334 MiB
l4c2838z20o6va,2026/07/30 22:39:32.217, 4, 8, 2610 MHz, 10251 MHz, 109.66 W, 450.00 W, 65, 79 %, 3 %, 0x0000000000000000, 6468 MiB
l4c2838z20o6va,2026/07/30 22:40:03.504, 4, 8, 2610 MHz, 10251 MHz, 109.04 W, 450.00 W, 65, 80 %, 3 %, 0x0000000000000000, 6604 MiB
l4c2838z20o6va,2026/07/30 22:40:34.803, 4, 8, 2595 MHz, 10251 MHz, 135.78 W, 450.00 W, 67, 40 %, 8 %, 0x0000000000000000, 8620 MiB
l4c2838z20o6va,2026/07/30 22:41:05.959, 4, 8, 2595 MHz, 10251 MHz, 140.66 W, 450.00 W, 68, 32 %, 18 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:41:37.227, 4, 8, 2595 MHz, 10251 MHz, 139.21 W, 450.00 W, 68, 45 %, 17 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:42:08.379, 4, 8, 2595 MHz, 10251 MHz, 136.25 W, 450.00 W, 67, 70 %, 2 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:42:39.576, 4, 8, 2595 MHz, 10251 MHz, 137.15 W, 450.00 W, 68, 47 %, 5 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:43:10.675, 4, 8, 2595 MHz, 10251 MHz, 113.04 W, 450.00 W, 67, 68 %, 2 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:43:41.870, 4, 8, 2595 MHz, 10251 MHz, 138.92 W, 450.00 W, 67, 43 %, 6 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:44:13.016, 4, 8, 2595 MHz, 10251 MHz, 109.64 W, 450.00 W, 66, 58 %, 2 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:44:44.138, 4, 8, 2595 MHz, 10251 MHz, 138.51 W, 450.00 W, 68, 54 %, 13 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:45:15.354, 4, 8, 2595 MHz, 10251 MHz, 124.99 W, 450.00 W, 68, 28 %, 8 %, 0x0000000000000000, 9156 MiB
l4c2838z20o6va,2026/07/30 22:45:46.498, 4, 8, 2595 MHz, 10251 MHz, 140.76 W, 450.00 W, 68, 39 %, 20 %, 0x0000000000000000, 9158 MiB
l4c2838z20o6va,2026/07/30 22:46:17.650, 4, 8, 2595 MHz, 10251 MHz, 138.56 W, 450.00 W, 68, 36 %, 18 %, 0x0000000000000000, 9158 MiB
l4c2838z20o6va,2026/07/30 22:46:48.777, 4, 8, 2595 MHz, 10251 MHz, 141.78 W, 450.00 W, 67, 50 %, 7 %, 0x0000000000000000, 9158 MiB
l4c2838z20o6va,2026/07/30 22:47:20.026, 4, 8, 2595 MHz, 10251 MHz, 138.37 W, 450.00 W, 68, 39 %, 20 %, 0x0000000000000000, 9158 MiB
l4c2838z20o6va,2026/07/30 22:47:51.242, 4, 8, 2595 MHz, 10251 MHz, 122.37 W, 450.00 W, 66, 55 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:48:22.688, 4, 8, 2595 MHz, 10251 MHz, 138.05 W, 450.00 W, 67, 56 %, 14 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:48:53.946, 4, 8, 2595 MHz, 10251 MHz, 110.38 W, 450.00 W, 66, 56 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:49:25.121, 4, 8, 2595 MHz, 10251 MHz, 138.44 W, 450.00 W, 67, 57 %, 16 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:49:56.296, 4, 8, 2595 MHz, 10251 MHz, 112.09 W, 450.00 W, 66, 71 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:50:27.413, 4, 8, 2595 MHz, 10251 MHz, 137.95 W, 450.00 W, 67, 50 %, 21 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:50:58.582, 4, 8, 2595 MHz, 10251 MHz, 129.41 W, 450.00 W, 68, 59 %, 17 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:51:30.567, 4, 8, 2595 MHz, 10251 MHz, 125.85 W, 450.00 W, 67, 29 %, 20 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:52:01.793, 4, 8, 2595 MHz, 10251 MHz, 136.22 W, 450.00 W, 68, 53 %, 12 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:52:32.963, 4, 8, 2595 MHz, 10251 MHz, 116.24 W, 450.00 W, 66, 56 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:53:04.299, 4, 8, 2595 MHz, 10251 MHz, 138.06 W, 450.00 W, 67, 57 %, 15 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:53:35.474, 4, 8, 2595 MHz, 10251 MHz, 110.21 W, 450.00 W, 66, 62 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:54:06.623, 4, 8, 2595 MHz, 10251 MHz, 138.04 W, 450.00 W, 67, 57 %, 16 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:54:37.857, 4, 8, 2595 MHz, 10251 MHz, 110.79 W, 450.00 W, 66, 56 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:55:09.031, 4, 8, 2595 MHz, 10251 MHz, 138.20 W, 450.00 W, 68, 55 %, 14 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:55:40.236, 4, 8, 2595 MHz, 10251 MHz, 120.43 W, 450.00 W, 67, 47 %, 4 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:56:11.336, 4, 8, 2595 MHz, 10251 MHz, 138.29 W, 450.00 W, 68, 55 %, 14 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:56:42.689, 4, 8, 2595 MHz, 10251 MHz, 139.51 W, 450.00 W, 67, 24 %, 11 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:57:13.934, 4, 8, 2595 MHz, 10251 MHz, 139.95 W, 450.00 W, 68, 56 %, 16 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:57:45.088, 4, 8, 2595 MHz, 10251 MHz, 134.71 W, 450.00 W, 67, 51 %, 9 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:58:16.681, 4, 8, 2595 MHz, 10251 MHz, 113.17 W, 450.00 W, 66, 65 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:58:48.057, 4, 8, 2595 MHz, 10251 MHz, 137.62 W, 450.00 W, 68, 44 %, 6 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:59:19.260, 4, 8, 2595 MHz, 10251 MHz, 106.92 W, 450.00 W, 66, 71 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 22:59:50.586, 4, 8, 2595 MHz, 10251 MHz, 137.45 W, 450.00 W, 69, 55 %, 14 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:00:21.690, 4, 8, 2595 MHz, 10251 MHz, 107.01 W, 450.00 W, 66, 35 %, 1 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:00:52.822, 4, 8, 2595 MHz, 10251 MHz, 137.22 W, 450.00 W, 69, 49 %, 20 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:01:23.990, 4, 8, 2595 MHz, 10251 MHz, 109.16 W, 450.00 W, 66, 70 %, 2 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:01:55.224, 4, 8, 2595 MHz, 10251 MHz, 136.81 W, 450.00 W, 67, 27 %, 13 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:02:26.462, 4, 8, 2595 MHz, 10251 MHz, 125.17 W, 450.00 W, 67, 56 %, 20 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:02:57.608, 4, 8, 2595 MHz, 10251 MHz, 139.05 W, 450.00 W, 67, 56 %, 14 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:03:28.827, 4, 8, 2595 MHz, 10251 MHz, 111.34 W, 450.00 W, 66, 78 %, 3 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:03:59.994, 4, 8, 2595 MHz, 10251 MHz, 111.11 W, 450.00 W, 65, 79 %, 3 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:04:31.317, 4, 8, 2520 MHz, 10251 MHz, 79.97 W, 450.00 W, 63, 0 %, 0 %, 0x0000000000000000, 9434 MiB
l4c2838z20o6va,2026/07/30 23:05:02.427, 1, 8, 210 MHz, 405 MHz, 30.46 W, 450.00 W, 59, 0 %, 0 %, 0x0000000000000001, 1 MiB
l4c2838z20o6va,2026/07/30 23:05:33.645, 1, 8, 210 MHz, 405 MHz, 29.94 W, 450.00 W, 58, 0 %, 0 %, 0x0000000000000001, 1 MiB
l4c2838z20o6va,2026/07/30 23:06:04.774, 1, 8, 210 MHz, 405 MHz, 29.46 W, 450.00 W, 57, 0 %, 0 %, 0x0000000000000001, 1 MiB
