profiled decode steps: 127 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.062s       681.55%        1.062s      88.529ms            12  
                                              e4b::attn         0.00%       0.000us         0.00%       0.000us       0.000us     291.151ms       186.79%     291.151ms     505.470us           576  
                                               e4b::moe         0.00%       0.000us         0.00%       0.000us       0.000us     259.477ms       166.47%     259.477ms     450.481us           576  
                                          ProfilerStep*         9.78%     103.951ms       100.00%        1.063s      88.598ms       0.000us         0.00%      92.286ms       7.691ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      57.273ms        36.74%      57.273ms      49.716us          1152  
                                         e4b::moe_block         0.00%       0.000us         0.00%       0.000us       0.000us      46.363ms        29.74%      46.363ms      80.492us           576  
                                         e4b::moe_block         2.19%      23.292ms        33.38%     354.914ms     616.171us       0.000us         0.00%      25.399ms      44.095us           576  
                                           aten::matmul         0.64%       6.834ms         4.66%      49.596ms      17.078us       0.000us         0.00%      23.044ms       7.935us          2904  
                                           aten::linear         0.36%       3.837ms         5.66%      60.143ms      20.796us       0.000us         0.00%      23.033ms       7.964us          2892  
                                               aten::mm         2.57%      27.344ms         3.55%      37.738ms      13.049us      23.033ms        14.78%      23.033ms       7.964us          2892  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      18.602ms        11.93%      18.602ms      15.981us          1164  
                                               e4b::moe         9.18%      97.561ms        26.51%     281.828ms     489.285us       0.000us         0.00%      17.474ms      30.337us           576  
                                            aten::copy_         2.98%      31.698ms        10.60%     112.693ms       6.946us      16.005ms        10.27%      16.005ms       0.986us         16224  
                                              e4b::attn        13.31%     141.553ms        31.69%     336.876ms     584.854us       0.000us         0.00%      15.484ms      26.882us           576  
                                               aten::to         1.03%      10.999ms        13.37%     142.131ms       7.213us       0.000us         0.00%      12.922ms       0.656us         19704  
                                         aten::_to_copy         2.14%      22.764ms        12.33%     131.132ms      10.756us       0.000us         0.00%      12.922ms       1.060us         12192  
                                              aten::mul         3.13%      33.328ms         5.54%      58.949ms       6.785us      11.223ms         7.20%      11.224ms       1.292us          8688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       8.365ms         5.37%       8.365ms       1.606us          5208  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.349ms         4.07%       6.349ms       1.575us          4032  
                                     aten::index_select         1.32%      14.087ms         2.88%      30.669ms      10.605us       6.012ms         3.86%       6.012ms       2.079us          2892  
