profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us     894.830ms       468.26%     894.830ms      74.569ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     117.795ms        61.64%     117.795ms     306.758us           384  
                                          ProfilerStep*        46.63%     418.682ms       100.00%     897.842ms      74.820ms       0.000us         0.00%      69.401ms       5.783ms            12  
                                           aten::matmul         0.80%       7.222ms         5.13%      46.029ms      46.777us       0.000us         0.00%      39.775ms      40.421us           984  
                                           aten::linear         0.33%       2.950ms         6.13%      55.074ms      56.660us       0.000us         0.00%      39.757ms      40.903us           972  
                                               aten::mm         2.85%      25.557ms         3.80%      34.118ms      35.101us      39.757ms        20.80%      39.757ms      40.903us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      29.808ms        15.60%      29.808ms      38.812us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.313ms         4.87%       9.313ms     776.091us            12  
                                               aten::to         0.64%       5.758ms        11.06%      99.339ms      17.867us       0.000us         0.00%       5.711ms       1.027us          5560  
                                         aten::_to_copy         2.03%      18.209ms        10.42%      93.581ms      27.331us       0.000us         0.00%       5.711ms       1.668us          3424  
                                            aten::copy_         2.58%      23.179ms         6.31%      56.641ms      16.542us       5.711ms         2.99%       5.711ms       1.668us          3424  
                                              aten::mul         2.88%      25.822ms         4.62%      41.498ms      16.312us       4.603ms         2.41%       4.603ms       1.809us          2544  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       3.486ms         1.82%       3.486ms       2.234us          1560  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       3.261ms         1.71%       3.261ms      16.986us           192  
                                             aten::mean         1.11%       9.992ms         1.69%      15.136ms      19.405us       2.116ms         1.11%       2.116ms       2.713us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.116ms         1.11%       2.116ms       2.713us           780  
                                              aten::add         1.95%      17.467ms         3.13%      28.112ms      17.439us       2.047ms         1.07%       2.047ms       1.270us          1612  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.906ms         1.00%       1.906ms       2.482us           768  
                                             aten::topk         0.50%       4.467ms         0.99%       8.882ms      46.258us       1.756ms         0.92%       1.756ms       9.145us           192  
