profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        3.009s       406.15%        3.009s     250.743ms            12  
                                          ProfilerStep*        24.76%     745.856ms       100.00%        3.012s     251.023ms       0.000us         0.00%     584.347ms      48.696ms            12  
                                            aten::copy_         1.33%      39.970ms        18.97%     571.502ms     119.862us     502.736ms        67.86%     502.737ms     105.440us          4768  
                                               aten::to         0.42%      12.674ms        21.38%     644.034ms      85.010us       0.000us         0.00%     502.368ms      66.310us          7576  
                                         aten::_to_copy         0.94%      28.344ms        20.96%     631.360ms     147.239us       0.000us         0.00%     502.368ms     117.157us          4288  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     494.567ms        66.76%     494.567ms     870.716us           568  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     151.939ms        20.51%     151.939ms     395.674us           384  
                                           aten::matmul         0.26%       7.760ms         1.87%      56.386ms      57.303us       0.000us         0.00%      41.297ms      41.968us           984  
                                           aten::linear         0.12%       3.638ms         2.22%      66.825ms      68.750us       0.000us         0.00%      41.275ms      42.464us           972  
                                               aten::mm         1.10%      32.999ms         1.43%      43.109ms      44.351us      41.238ms         5.57%      41.275ms      42.464us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      31.161ms         4.21%      31.161ms      40.575us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.333ms         1.26%       9.333ms     777.781us            12  
                                              aten::mul         1.22%      36.687ms         1.98%      59.595ms      21.782us       5.955ms         0.80%       5.955ms       2.176us          2736  
                                     aten::index_select        34.41%        1.037s        35.52%        1.070s     461.990us       5.090ms         0.69%       5.090ms       2.198us          2316  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.654ms         0.63%       4.654ms       2.810us          1656  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       4.050ms         0.55%       4.050ms      21.096us           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.672ms         0.36%       2.672ms       3.479us           768  
                                             aten::mean         0.40%      11.946ms         0.59%      17.892ms      22.939us       2.643ms         0.36%       2.643ms       3.388us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.643ms         0.36%       2.643ms       3.388us           780  
