profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.163s       109.31%        1.163s      96.886ms            12  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     866.697ms        81.48%     866.697ms       4.514ms           192  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     118.313ms        11.12%     118.313ms     308.108us           384  
                                          ProfilerStep*        34.63%     404.312ms       100.00%        1.167s      97.287ms       0.000us         0.00%      75.562ms       6.297ms            12  
                                           aten::matmul         0.54%       6.341ms         3.69%      43.024ms      43.724us       0.000us         0.00%      39.944ms      40.593us           984  
                                           aten::linear         0.25%       2.885ms         4.42%      51.572ms      53.057us       0.000us         0.00%      39.927ms      41.077us           972  
                                               aten::mm         2.04%      23.785ms         2.74%      31.985ms      32.906us      39.927ms         3.75%      39.927ms      41.077us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      29.970ms         2.82%      29.970ms      39.024us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.323ms         0.88%       9.323ms     776.893us            12  
                                            aten::copy_         2.30%      26.804ms        28.65%     334.510ms      83.627us       7.188ms         0.68%       7.191ms       1.798us          4000  
                                               aten::to         0.54%       6.257ms        31.04%     362.368ms      62.999us       0.000us         0.00%       6.029ms       1.048us          5752  
                                         aten::_to_copy         1.38%      16.160ms        30.50%     356.111ms     104.004us       0.000us         0.00%       6.029ms       1.761us          3424  
                                              aten::mul         2.42%      28.244ms         3.98%      46.496ms      15.880us       5.566ms         0.52%       5.568ms       1.902us          2928  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.199ms         0.39%       4.199ms       2.396us          1752  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       3.272ms         0.31%       3.272ms      17.044us           192  
                                     aten::index_select         0.94%      11.004ms         2.05%      23.894ms      24.582us       3.156ms         0.30%       3.156ms       3.247us           972  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.545ms         0.24%       2.545ms       2.651us           960  
                                             aten::mean         0.81%       9.462ms         1.23%      14.313ms      18.350us       2.123ms         0.20%       2.123ms       2.721us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.123ms         0.20%       2.123ms       2.721us           780  
