profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        3.870s       412.93%        3.870s     322.488ms            12  
                                          ProfilerStep*        24.16%     937.021ms       100.00%        3.879s     323.253ms       0.000us         0.00%     742.725ms      61.894ms            12  
                                            aten::copy_         1.29%      49.899ms        19.99%     775.367ms     162.619us     651.229ms        69.49%     651.231ms     136.584us          4768  
                                               aten::to         0.41%      16.058ms        21.99%     853.056ms     112.600us       0.000us         0.00%     650.782ms      85.900us          7576  
                                         aten::_to_copy         0.84%      32.690ms        21.58%     836.998ms     195.195us       0.000us         0.00%     650.782ms     151.768us          4288  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     641.337ms        68.43%     641.337ms       1.129ms           568  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     188.954ms        20.16%     188.954ms     492.068us           384  
                                           aten::matmul         0.26%      10.053ms         1.93%      74.818ms      76.034us       0.000us         0.00%      42.839ms      43.535us           984  
                                           aten::linear         0.13%       4.956ms         2.31%      89.552ms      92.131us       0.000us         0.00%      42.812ms      44.046us           972  
                                               aten::mm         1.20%      46.602ms         1.49%      57.946ms      59.616us      42.771ms         4.56%      42.812ms      44.046us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      32.563ms         3.47%      32.563ms      42.400us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.344ms         1.00%       9.344ms     778.678us            12  
                                              aten::mul         0.98%      37.914ms         1.55%      60.202ms      22.004us       7.118ms         0.76%       7.118ms       2.602us          2736  
                                     aten::index_select        35.99%        1.396s        37.00%        1.435s     619.628us       6.156ms         0.66%       6.156ms       2.658us          2316  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       5.653ms         0.60%       5.653ms       3.414us          1656  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       4.882ms         0.52%       4.882ms      25.425us           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       3.236ms         0.35%       3.236ms       4.213us           768  
                                             aten::mean         0.38%      14.805ms         0.58%      22.369ms      28.679us       3.218ms         0.34%       3.218ms       4.126us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       3.218ms         0.34%       3.218ms       4.126us           780  
