profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.171s       519.12%        1.171s      97.572ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     144.513ms        64.07%     144.513ms     376.337us           384  
                                          ProfilerStep*        48.36%     568.177ms       100.00%        1.175s      97.912ms       0.000us         0.00%      76.409ms       6.367ms            12  
                                           aten::matmul         0.87%      10.216ms         5.64%      66.239ms      67.316us       0.000us         0.00%      41.034ms      41.701us           984  
                                           aten::linear         0.37%       4.290ms         6.71%      78.813ms      81.083us       0.000us         0.00%      41.013ms      42.195us           972  
                                               aten::mm         3.35%      39.350ms         4.24%      49.874ms      51.311us      41.013ms        18.18%      41.013ms      42.195us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      30.964ms        13.73%      30.964ms      40.318us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.319ms         4.13%       9.319ms     776.608us            12  
                                               aten::to         0.62%       7.304ms        10.23%     120.149ms      21.610us       0.000us         0.00%       6.855ms       1.233us          5560  
                                         aten::_to_copy         1.90%      22.366ms         9.60%     112.845ms      32.957us       0.000us         0.00%       6.855ms       2.002us          3424  
                                            aten::copy_         2.48%      29.113ms         5.79%      68.052ms      19.875us       6.853ms         3.04%       6.855ms       2.002us          3424  
                                              aten::mul         2.65%      31.151ms         4.27%      50.187ms      19.728us       5.389ms         2.39%       5.389ms       2.118us          2544  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.172ms         1.85%       4.172ms       2.674us          1560  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       3.907ms         1.73%       3.907ms      20.350us           192  
                                             aten::mean         1.18%      13.825ms         1.73%      20.366ms      26.110us       2.547ms         1.13%       2.547ms       3.265us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.547ms         1.13%       2.547ms       3.265us           780  
                                              aten::add         1.89%      22.251ms         2.97%      34.952ms      21.683us       2.434ms         1.08%       2.434ms       1.510us          1612  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.236ms         0.99%       2.236ms       2.912us           768  
                                             aten::topk         0.51%       6.050ms         1.02%      11.936ms      62.167us       2.114ms         0.94%       2.114ms      11.012us           192  
