profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.393s       131.31%        1.393s     116.112ms            12  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     865.509ms        81.57%     865.509ms       4.508ms           192  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     117.320ms        11.06%     117.320ms     305.520us           384  
                                          ProfilerStep*        40.25%     562.930ms       100.00%        1.399s     116.558ms       0.000us         0.00%      75.263ms       6.272ms            12  
                                           aten::matmul         0.80%      11.157ms         5.84%      81.622ms      82.949us       0.000us         0.00%      39.897ms      40.546us           984  
                                           aten::linear         0.28%       3.981ms         6.73%      94.083ms      96.793us       0.000us         0.00%      39.880ms      41.029us           972  
                                               aten::mm         3.53%      49.311ms         4.57%      63.975ms      65.818us      39.880ms         3.76%      39.880ms      41.029us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      29.927ms         2.82%      29.927ms      38.967us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.323ms         0.88%       9.323ms     776.925us            12  
                                            aten::copy_         2.83%      39.623ms        13.14%     183.721ms      45.930us       7.138ms         0.67%       7.141ms       1.785us          4000  
                                               aten::to         0.54%       7.556ms        16.46%     230.272ms      40.033us       0.000us         0.00%       5.985ms       1.041us          5752  
                                         aten::_to_copy         2.51%      35.042ms        15.92%     222.716ms      65.045us       0.000us         0.00%       5.985ms       1.748us          3424  
                                              aten::mul         2.92%      40.890ms         4.99%      69.850ms      23.856us       5.527ms         0.52%       5.529ms       1.888us          2928  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.171ms         0.39%       4.171ms       2.381us          1752  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       3.249ms         0.31%       3.249ms      16.924us           192  
                                     aten::index_select         1.45%      20.280ms         2.62%      36.599ms      37.654us       3.140ms         0.30%       3.140ms       3.230us           972  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.525ms         0.24%       2.525ms       2.630us           960  
                                             aten::mean         0.83%      11.658ms         1.26%      17.653ms      22.632us       2.104ms         0.20%       2.104ms       2.697us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.104ms         0.20%       2.104ms       2.697us           780  
