profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.213s       510.10%        1.213s     101.123ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     154.172ms        64.81%     154.172ms     401.489us           384  
                                          ProfilerStep*        47.04%     579.115ms       100.00%        1.231s     102.587ms       0.000us         0.00%      78.852ms       6.571ms            12  
                                           aten::matmul         0.84%      10.279ms         4.74%      58.339ms      59.288us       0.000us         0.00%      41.250ms      41.921us           984  
                                           aten::linear         0.30%       3.683ms         5.46%      67.260ms      69.198us       0.000us         0.00%      41.229ms      42.416us           972  
                                               aten::mm         2.41%      29.694ms         3.23%      39.780ms      40.926us      41.229ms        17.33%      41.229ms      42.416us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      31.152ms        13.10%      31.152ms      40.563us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.323ms         3.92%       9.323ms     776.949us            12  
                                               aten::to         1.07%      13.171ms        10.37%     127.632ms      22.955us       0.000us         0.00%       7.295ms       1.312us          5560  
                                         aten::_to_copy         1.81%      22.268ms         9.30%     114.461ms      33.429us       0.000us         0.00%       7.295ms       2.131us          3424  
                                            aten::copy_         2.30%      28.286ms         5.59%      68.755ms      20.080us       7.295ms         3.07%       7.295ms       2.131us          3424  
                                              aten::mul         2.86%      35.182ms         4.41%      54.309ms      21.348us       5.703ms         2.40%       5.703ms       2.242us          2544  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.432ms         1.86%       4.432ms       2.841us          1560  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       4.112ms         1.73%       4.112ms      21.419us           192  
                                             aten::mean         1.66%      20.376ms         2.16%      26.561ms      34.052us       2.711ms         1.14%       2.711ms       3.476us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.711ms         1.14%       2.711ms       3.476us           780  
                                              aten::add         2.09%      25.743ms         3.14%      38.675ms      23.992us       2.584ms         1.09%       2.584ms       1.603us          1612  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.350ms         0.99%       2.350ms       3.060us           768  
                                             aten::topk         1.69%      20.864ms         2.16%      26.646ms     138.783us       2.252ms         0.95%       2.252ms      11.728us           192  
