profiled decode steps: 47 (active window: 12/12)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us        1.284s       519.19%        1.284s     107.025ms            12  
                                      _gemv_nf4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us     155.202ms        62.74%     155.202ms     404.172us           384  
                                          ProfilerStep*        44.54%     574.170ms       100.00%        1.289s     107.434ms       0.000us         0.00%      87.405ms       7.284ms            12  
                                           aten::matmul         0.62%       7.930ms         4.08%      52.620ms      53.476us       0.000us         0.00%      41.380ms      42.053us           984  
                                           aten::linear         0.29%       3.686ms         4.90%      63.141ms      64.959us       0.000us         0.00%      41.358ms      42.549us           972  
                                               aten::mm         2.28%      29.413ms         3.03%      39.015ms      40.139us      41.358ms        16.72%      41.358ms      42.549us           972  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      31.274ms        12.64%      31.274ms      40.721us           768  
void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       9.328ms         3.77%       9.328ms     777.336us            12  
                                            aten::copy_         2.56%      32.940ms         7.17%      92.439ms      22.051us       9.088ms         3.67%       9.088ms       2.168us          4192  
                                               aten::to         0.61%       7.803ms         9.82%     126.542ms      22.000us       0.000us         0.00%       7.660ms       1.332us          5752  
                                         aten::_to_copy         1.88%      24.262ms         9.21%     118.739ms      34.678us       0.000us         0.00%       7.660ms       2.237us          3424  
                                              aten::mul         2.78%      35.820ms         4.66%      60.055ms      20.510us       6.805ms         2.75%       6.805ms       2.324us          2928  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       5.284ms         2.14%       5.284ms       3.016us          1752  
                                     aten::index_select         1.36%      17.516ms         2.94%      37.859ms      32.525us       4.895ms         1.98%       4.895ms       4.206us          1164  
                                _fp8_paged_decode_split         0.00%       0.000us         0.00%       0.000us       0.000us       4.148ms         1.68%       4.148ms      21.603us           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       3.070ms         1.24%       3.070ms       5.331us           576  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       3.017ms         1.22%       3.017ms       3.143us           960  
                                             aten::mean         0.91%      11.774ms         1.40%      18.001ms      23.078us       2.681ms         1.08%       2.681ms       3.438us           780  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       2.681ms         1.08%       2.681ms       3.438us           780  
