0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 4
1, 1
0, 666
1, 1
0, 908
1, 1
0, 1090
1, 1
0, 1010
1, 1
0, 1050
1, 1
0, 1390
1, 1
0, 1290
1, 1
0, 1450
1, 1
0, 1352
1, 1
0, 1532
1, 1
0, 1612
1, 1
0, 1892
1, 1
0, 1792
1, 1
0, 1952
1, 1
0, 1912
1, 1
0, 2052
1, 1
0, 2014
1, 1
0, 2134
1, 1
0, 2474
1, 1
0, 2234
1, 1
0, 2654
1, 1
0, 2514
1, 1
0, 2614
1, 1
0, 2914
1, 1
0, 2816
1, 1
0, 2996
1, 1
0, 2896
1, 1
0, 2956
1, 1
0, 3316
1, 1
0, 3236
1, 1
0, 3356
1, 1
0, 3238
1, 1
0, 3298
1, 1
0, 3598
1, 1
0, 3478
1, 1
0, 3638
1, 1
0, 3618
1, 1
0, 3838
1, 1
0, 3998
1, 1
0, 3898
1, 1
0, 4038
1, 1
0, 4458
1, 1
0, 4832
1, 1
0, 4052
1, 1
0, 4054
1, 1
0, 4056
1, 1
0, 4319
1, 266
0, 1478
1, 1
0, 1238
1, 1
0, 1238
1, 1
0, 1238
1, 1
0, 1238
1, 1
0, 1238
1, 1
0, 1238
1, 1
0, 1252
1, 1
0, 2360
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2478
1, 1
0, 2740
1, 1
0, 2478
1, 1
0, 2740
1, 1
0, 2478
1, 1
0, 2740
1, 1
0, 1800
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 2740
1, 1
0, 1434
1, 1
0, 2478
1, 1
0, 15680
1, 1
0, 15690
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15696
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 14088
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 14088
1, 1
0, 15068
1, 1
0, 14088
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 14088
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 15068
1, 1
0, 14088
1, 1
0, 15470
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
0, 15476
1, 1
