profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     320.104ms        93.64%     320.104ms     833.604us           384  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     306.421ms        89.64%     306.421ms     797.970us           384  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      33.898ms         9.92%      33.898ms      88.276us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      22.879ms         6.69%      22.879ms      29.790us           768  
                                     aten::index_select         3.06%      10.935ms        13.75%      49.136ms      31.989us       5.693ms         1.67%       5.935ms       3.864us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.588ms         1.34%       4.588ms       3.986us          1151  
                                            aten::copy_         4.22%      15.068ms        10.64%      38.045ms      14.154us       3.344ms         0.98%       3.344ms       1.244us          2688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.149ms         0.34%       1.149ms       1.496us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.105ms         0.32%       1.105ms       2.885us           383  
                                              aten::mul         1.79%       6.402ms         3.10%      11.089ms      14.439us       1.056ms         0.31%       1.056ms       1.375us           768  
                                            aten::where         1.49%       5.320ms         3.00%      10.737ms      13.981us     971.928us         0.28%     971.928us       1.266us           768  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     971.928us         0.28%     971.928us       1.267us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     864.087us         0.25%     864.087us       2.250us           384  
                                              aten::sum         1.03%       3.665ms         1.67%       5.955ms      15.507us     797.306us         0.23%     797.306us       2.076us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     797.306us         0.23%     797.306us       2.076us           384  
                                             aten::silu         1.44%       5.165ms         2.29%       8.198ms      21.349us     683.133us         0.20%     683.133us       1.779us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     683.133us         0.20%     683.133us       1.779us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     672.671us         0.20%     672.671us       0.877us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     613.373us         0.18%     613.373us       1.597us           384  
