profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     136.115ms       375.26%     136.115ms     354.467us           384  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      75.708ms       208.72%      75.708ms     197.156us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      23.412ms        64.55%      23.412ms      30.484us           768  
                                     aten::index_select         3.59%      10.135ms         9.40%      26.539ms      17.278us       5.698ms        15.71%       5.698ms       3.710us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.598ms        12.68%       4.598ms       3.992us          1152  
                                            aten::copy_         5.06%      14.293ms        12.94%      36.543ms      13.595us       3.333ms         9.19%       3.334ms       1.240us          2688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.140ms         3.14%       1.140ms       1.485us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.100ms         3.03%       1.100ms       2.863us           384  
                                              aten::mul         2.19%       6.178ms         3.85%      10.866ms      14.149us       1.048ms         2.89%       1.048ms       1.364us           768  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     865.118us         2.39%     865.118us       2.253us           384  
                                            aten::where         1.75%       4.945ms         3.64%      10.268ms      13.369us     844.572us         2.33%     844.572us       1.100us           768  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     844.572us         2.33%     844.572us       1.100us           768  
                                              aten::sum         1.23%       3.470ms         2.05%       5.789ms      15.075us     806.649us         2.22%     806.649us       2.101us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     806.649us         2.22%     806.649us       2.101us           384  
                                             aten::silu         1.73%       4.881ms         2.80%       7.911ms      20.601us     683.226us         1.88%     683.226us       1.779us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     683.226us         1.88%     683.226us       1.779us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     670.175us         1.85%     670.175us       0.873us           768  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     609.340us         1.68%     609.340us       1.587us           384  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     447.652us         1.23%     447.652us       1.166us           384  
