profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us        2.565s       345.80%        2.565s      13.359ms           192  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us        2.510s       338.35%        2.510s      13.071ms           192  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us        1.611s       217.23%        1.611s       8.392ms           192  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     707.604ms        95.40%     707.604ms       3.685ms           192  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      25.728ms         3.47%      25.728ms      66.999us           384  
                                            aten::copy_         1.15%      29.501ms         2.66%      68.212ms      22.204us       2.189ms         0.30%       2.189ms       0.713us          3072  
                                     aten::index_select         0.47%      11.955ms         1.02%      26.106ms      45.323us       1.127ms         0.15%       1.127ms       1.956us           576  
                                              aten::mul         0.65%      16.707ms         1.10%      28.320ms      24.583us       1.070ms         0.14%       1.070ms       0.929us          1152  
                                              aten::sum         0.55%      14.138ms         1.33%      34.131ms      59.256us     892.568us         0.12%       1.276ms       2.215us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     874.527us         0.12%     874.527us       1.518us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     861.217us         0.12%     861.217us       2.243us           384  
                                            aten::clamp         0.31%       7.910ms         0.51%      12.998ms      33.848us     628.514us         0.08%     628.514us       1.637us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     628.514us         0.08%     628.514us       1.637us           384  
                                              aten::add         0.40%      10.262ms         0.63%      16.037ms      27.842us     519.940us         0.07%     519.940us       0.903us           576  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     517.403us         0.07%     517.403us       1.347us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     383.318us         0.05%     383.318us       0.998us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     375.165us         0.05%     375.165us       1.954us           192  
                                      aten::bitwise_and         0.21%       5.453ms         0.36%       9.167ms      23.872us     370.591us         0.05%     370.591us       0.965us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     370.591us         0.05%     370.591us       0.965us           384  
