profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     447.987ms       968.11%     447.987ms       1.167ms           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      23.380ms        50.52%      23.380ms      30.443us           768  
                                     aten::index_select         4.35%      21.657ms        10.93%      54.395ms      15.739us       7.576ms        16.37%       7.576ms       2.192us          3456  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       5.349ms        11.56%       5.349ms       1.992us          2685  
                                            aten::copy_         3.17%      15.778ms         8.37%      41.683ms      12.061us       3.123ms         6.75%       3.124ms       0.904us          3456  
                                          aten::nonzero         3.44%      17.108ms         8.86%      44.092ms      57.412us       2.508ms         5.42%       2.511ms       3.270us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.227ms         4.81%       2.227ms       2.908us           766  
                                            aten::index         2.92%      14.547ms         4.93%      24.523ms      21.288us       1.804ms         3.90%       1.804ms       1.566us          1152  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.126ms         2.43%       1.126ms       1.466us           768  
                                 aten::_index_put_impl_         0.76%       3.797ms         1.51%       7.512ms      19.563us       1.117ms         2.41%       1.117ms       2.908us           384  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.117ms         2.41%       1.117ms       2.908us           384  
                                             aten::sort         1.28%       6.358ms         5.71%      28.424ms      74.022us       1.074ms         2.32%       2.211ms       5.759us           384  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us       1.074ms         2.32%       1.074ms       2.804us           383  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us     994.284us         2.15%     994.284us       1.296us           767  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     882.983us         1.91%     882.983us       0.768us          1149  
                                              aten::sum         0.96%       4.755ms         1.54%       7.674ms      19.985us     818.832us         1.77%     818.832us       2.132us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     818.832us         1.77%     818.832us       2.132us           384  
                                              aten::mul         1.27%       6.333ms         2.20%      10.945ms      14.251us     771.170us         1.67%     771.170us       1.004us           768  
                                           aten::arange         1.42%       7.076ms         7.67%      38.179ms      16.571us     766.841us         1.66%       1.534ms       0.666us          2304  
