profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     569.038ms        96.33%     569.038ms       1.486ms           383  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     560.252ms        94.84%     560.252ms       1.463ms           383  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      31.795ms         5.38%      31.795ms      82.798us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      20.331ms         3.44%      20.331ms      26.472us           768  
                                     aten::index_select         1.46%       8.819ms         3.74%      22.639ms      19.652us       4.150ms         0.70%       4.150ms       3.602us          1152  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       3.061ms         0.52%       3.061ms       3.997us           766  
                                            aten::copy_         2.30%      13.914ms        41.13%     249.046ms     108.093us       2.959ms         0.50%       3.434ms       1.490us          2304  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.131ms         0.19%       1.131ms       1.473us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.089ms         0.18%       1.089ms       2.842us           383  
                                              aten::mul         1.05%       6.354ms         1.90%      11.510ms      14.987us       1.045ms         0.18%       1.045ms       1.361us           768  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     858.596us         0.15%     858.596us       2.242us           383  
                                              aten::sum         0.60%       3.659ms         1.02%       6.164ms      16.053us     795.582us         0.13%     795.582us       2.072us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     795.582us         0.13%     795.582us       2.072us           384  
                                             aten::silu         0.84%       5.114ms         1.38%       8.366ms      21.786us     688.126us         0.12%     688.126us       1.792us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     688.126us         0.12%     688.126us       1.792us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     668.026us         0.11%     668.026us       0.872us           766  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     609.859us         0.10%     609.859us       1.588us           384  
                                            aten::where         0.53%       3.182ms         1.13%       6.852ms      17.843us     482.848us         0.08%     482.848us       1.257us           384  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     482.848us         0.08%     482.848us       1.261us           383  
