profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     163.238ms       109.32%     163.238ms     425.100us           384  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     113.575ms        76.06%     113.575ms     295.767us           384  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      79.029ms        52.93%      79.029ms     205.804us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      23.231ms        15.56%      23.231ms      30.249us           768  
                                     aten::index_select         3.69%      10.267ms         9.66%      26.879ms      17.499us       5.694ms         3.81%       5.694ms       3.707us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.589ms         3.07%       4.589ms       3.987us          1151  
                                            aten::copy_         5.22%      14.523ms        13.07%      36.374ms      13.532us       3.343ms         2.24%       3.343ms       1.244us          2688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.140ms         0.76%       1.140ms       1.485us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.105ms         0.74%       1.105ms       2.878us           384  
                                              aten::mul         2.21%       6.152ms         3.86%      10.735ms      13.978us       1.050ms         0.70%       1.050ms       1.367us           768  
                                            aten::where         1.82%       5.073ms         3.73%      10.368ms      13.501us     941.405us         0.63%     941.405us       1.226us           768  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     941.405us         0.63%     941.405us       1.226us           768  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     873.116us         0.58%     873.116us       2.274us           384  
                                              aten::sum         1.27%       3.528ms         2.08%       5.784ms      15.064us     803.481us         0.54%     803.481us       2.092us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     803.481us         0.54%     803.481us       2.092us           384  
                                             aten::silu         1.78%       4.948ms         2.90%       8.080ms      21.043us     682.425us         0.46%     682.425us       1.777us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     682.425us         0.46%     682.425us       1.777us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     670.818us         0.45%     670.818us       0.875us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     613.437us         0.41%     613.437us       1.597us           384  
