profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     140.676ms       387.79%     140.676ms     366.343us           384  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      82.248ms       226.73%      82.248ms     214.189us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      23.414ms        64.54%      23.414ms      30.487us           768  
                                     aten::index_select         3.61%      10.324ms        11.10%      31.746ms      20.668us       5.682ms        15.66%       5.682ms       3.699us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.579ms        12.62%       4.579ms       3.978us          1151  
                                            aten::copy_         5.18%      14.811ms        12.69%      36.300ms      13.505us       3.336ms         9.20%       3.336ms       1.241us          2688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.139ms         3.14%       1.139ms       1.484us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.103ms         3.04%       1.103ms       2.872us           384  
                                              aten::mul         2.21%       6.328ms         3.88%      11.105ms      14.460us       1.051ms         2.90%       1.051ms       1.369us           768  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     867.439us         2.39%     867.439us       2.259us           384  
                                            aten::where         1.80%       5.151ms         3.77%      10.787ms      14.046us     845.114us         2.33%     845.114us       1.100us           768  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     845.114us         2.33%     845.114us       1.100us           768  
                                              aten::sum         1.26%       3.594ms         2.08%       5.942ms      15.475us     812.065us         2.24%     812.065us       2.115us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     812.065us         2.24%     812.065us       2.115us           384  
                                             aten::silu         1.77%       5.072ms         2.87%       8.205ms      21.367us     688.446us         1.90%     688.446us       1.793us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     688.446us         1.90%     688.446us       1.793us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     669.409us         1.85%     669.409us       0.873us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     614.240us         1.69%     614.240us       1.600us           384  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     448.222us         1.24%     448.222us       1.167us           384  
