profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     253.148ms        91.82%     253.148ms     659.240us           384  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     240.255ms        87.14%     240.255ms     625.665us           384  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      33.954ms        12.32%      33.954ms      88.421us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      22.902ms         8.31%      22.902ms      29.820us           768  
                                     aten::index_select         3.59%      10.350ms         9.45%      27.256ms      17.745us       5.706ms         2.07%       5.706ms       3.715us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.588ms         1.66%       4.588ms       3.986us          1151  
                                            aten::copy_         5.12%      14.759ms        12.53%      36.152ms      13.449us       3.333ms         1.21%       3.333ms       1.240us          2688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.137ms         0.41%       1.137ms       1.481us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.117ms         0.41%       1.117ms       2.910us           384  
                                              aten::mul         2.21%       6.362ms         3.82%      11.013ms      14.340us       1.051ms         0.38%       1.051ms       1.368us           768  
                                            aten::where         1.79%       5.168ms         3.64%      10.496ms      13.667us     971.873us         0.35%     971.873us       1.265us           768  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     971.873us         0.35%     971.873us       1.265us           768  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     865.342us         0.31%     865.342us       2.253us           384  
                                              aten::sum         1.24%       3.583ms         2.04%       5.893ms      15.347us     802.135us         0.29%     802.135us       2.089us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     802.135us         0.29%     802.135us       2.089us           384  
                                             aten::silu         1.76%       5.068ms         2.85%       8.236ms      21.447us     681.723us         0.25%     681.723us       1.775us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     681.723us         0.25%     681.723us       1.775us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     672.024us         0.24%     672.024us       0.876us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     614.493us         0.22%     614.493us       1.600us           384  
