profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us       11.130s       367.85%       11.130s      28.984ms           384  
                                          e4b::p66.cold         0.00%       0.000us         0.00%       0.000us       0.000us       10.151s       335.49%       10.151s      26.435ms           384  
                                            aten::copy_         0.52%      58.141ms        30.20%        3.382s     352.264us        2.962s        97.88%        2.962s     308.503us          9600  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us        2.956s        97.68%        2.956s       1.539ms          1920  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      31.492ms         1.04%      31.492ms      20.503us          1536  
                                     aten::index_select        30.37%        3.401s        31.48%        3.525s     327.848us      11.315ms         0.37%      11.315ms       1.052us         10752  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       8.443ms         0.28%       8.443ms       1.466us          5760  
                                          aten::nonzero         1.01%     112.757ms         1.66%     185.983ms     121.083us       4.994ms         0.17%       5.011ms       3.262us          1536  
                                            aten::index         0.42%      46.715ms         1.81%     202.523ms      75.344us       3.392ms         0.11%       5.886ms       2.190us          2688  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.872ms         0.09%       2.872ms       1.870us          1536  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.249ms         0.07%       2.249ms       1.464us          1536  
                                 aten::_index_put_impl_         0.09%      10.531ms         0.19%      21.415ms      27.884us       2.170ms         0.07%       2.170ms       2.825us           768  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.170ms         0.07%       2.170ms       2.825us           768  
                                             aten::sort         0.21%      23.416ms         1.31%     146.720ms     127.361us       2.050ms         0.07%       4.329ms       3.757us          1152  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us       2.050ms         0.07%       2.050ms       2.669us           768  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.958ms         0.06%       1.958ms       1.275us          1536  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.764ms         0.06%       1.764ms       0.766us          2304  
                               aten::unique_consecutive         0.19%      21.406ms         1.15%     128.257ms     167.002us       1.515ms         0.05%       1.821ms       2.371us           768  
