profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     268.545ms        92.27%     268.545ms     699.336us           384  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     255.680ms        87.85%     255.680ms     667.572us           383  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      33.835ms        11.63%      33.835ms      88.113us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      22.826ms         7.84%      22.826ms      29.721us           768  
                                     aten::index_select         3.43%      10.467ms        11.74%      35.772ms      23.289us       5.700ms         1.96%       5.830ms       3.796us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.597ms         1.58%       4.597ms       3.998us          1150  
                                            aten::copy_         4.80%      14.614ms        11.60%      35.363ms      13.156us       3.341ms         1.15%       3.341ms       1.243us          2688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.152ms         0.40%       1.152ms       1.500us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.103ms         0.38%       1.103ms       2.879us           383  
                                              aten::mul         2.04%       6.218ms         3.60%      10.968ms      14.282us       1.047ms         0.36%       1.047ms       1.363us           768  
                                            aten::where         1.67%       5.101ms         3.38%      10.291ms      13.400us     967.456us         0.33%     967.456us       1.260us           768  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     967.456us         0.33%     967.456us       1.261us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     863.774us         0.30%     863.774us       2.249us           384  
                                              aten::sum         1.15%       3.516ms         1.88%       5.723ms      14.904us     795.962us         0.27%     795.962us       2.073us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     795.962us         0.27%     795.962us       2.073us           384  
                                             aten::silu         1.63%       4.969ms         2.59%       7.889ms      20.544us     682.338us         0.23%     682.338us       1.777us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     682.338us         0.23%     682.338us       1.777us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     669.024us         0.23%     669.024us       0.872us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     610.816us         0.21%     610.816us       1.591us           384  
