profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     678.485ms       111.59%     678.485ms       3.534ms           192  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     631.833ms       103.92%     631.833ms       3.291ms           192  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     573.554ms        94.34%     573.554ms       2.987ms           192  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      25.990ms         4.27%      25.990ms      67.682us           384  
                                            aten::copy_         1.30%       8.848ms         3.10%      21.090ms      12.205us       2.017ms         0.33%       2.017ms       1.167us          1728  
                                     aten::index_select         0.95%       6.458ms         2.23%      15.139ms      19.712us       1.374ms         0.23%       1.374ms       1.789us           768  
                                              aten::mul         1.09%       7.427ms         1.96%      13.312ms      11.555us       1.077ms         0.18%       1.077ms       0.935us          1152  
                                              aten::sum         0.91%       6.175ms         2.27%      15.418ms      26.768us     885.146us         0.15%       1.265ms       2.196us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     867.318us         0.14%     867.318us       1.506us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     792.223us         0.13%     792.223us       2.063us           384  
                                            aten::clamp         0.51%       3.442ms         0.88%       5.963ms      15.528us     630.741us         0.10%     630.741us       1.643us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     630.741us         0.10%     630.741us       1.643us           384  
                                              aten::add         0.67%       4.520ms         1.09%       7.409ms      12.862us     522.743us         0.09%     522.743us       0.908us           576  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     510.873us         0.08%     510.873us       1.330us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     379.870us         0.06%     379.870us       0.989us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     374.273us         0.06%     374.273us       1.949us           192  
                                      aten::bitwise_and         0.35%       2.392ms         0.62%       4.199ms      10.935us     366.908us         0.06%     366.908us       0.955us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     366.908us         0.06%     366.908us       0.955us           384  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     349.150us         0.06%     349.150us       0.909us           384  
