profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.token         0.00%       0.000us         0.00%       0.000us       0.000us     359.596ms       100.87%     359.596ms      44.950ms             8  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     321.685ms        90.24%     321.685ms     837.722us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      22.833ms         6.41%      22.833ms      29.731us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.447ms         1.25%       4.447ms       3.864us          1151  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.080ms         0.30%       1.080ms       1.406us           768  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.057ms         0.30%       1.057ms       2.760us           383  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     891.774us         0.25%     891.774us       1.161us           768  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     837.631us         0.23%     837.631us       2.181us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     791.097us         0.22%     791.097us       2.060us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     652.834us         0.18%     652.834us       1.700us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     592.221us         0.17%     592.221us       1.542us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     585.885us         0.16%     585.885us       0.750us           781  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     418.887us         0.12%     418.887us       1.091us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     321.919us         0.09%     321.919us       0.838us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     291.195us         0.08%     291.195us       0.758us           384  
                                         e4b::p66.input         0.00%       0.000us         0.00%       0.000us       0.000us      34.048us         0.01%      34.048us       4.864us             7  
                                            aten::copy_         0.03%     106.291us         0.23%     840.395us      52.525us      15.936us         0.00%      15.936us       0.996us            16  
                                         e4b::p66.token         0.09%     325.556us         3.19%      11.554ms       1.444ms       0.000us         0.00%      15.936us       1.992us             8  
                                         e4b::p66.input         0.10%     366.312us         0.36%       1.310ms     163.724us       0.000us         0.00%      15.936us       1.992us             8  
                                           aten::select         0.02%      86.810us         0.03%     113.380us       4.724us       0.000us         0.00%       0.000us       0.000us            24  
                                       aten::as_strided         0.01%      32.000us         0.01%      32.000us       0.800us       0.000us         0.00%       0.000us       0.000us            40  
                                        aten::unsqueeze         0.01%      29.271us         0.01%      34.701us       2.169us       0.000us         0.00%       0.000us       0.000us            16  
                                Activity Buffer Request         0.08%     280.455us         0.08%     280.455us     280.455us       0.000us         0.00%       0.000us       0.000us             1  
                                        cudaMemcpyAsync         0.13%     453.649us         0.13%     453.649us      28.353us       0.000us         0.00%       0.000us       0.000us            16  
                                  cudaStreamIsCapturing         0.00%       8.313us         0.00%       8.313us       1.039us       0.000us         0.00%       0.000us       0.000us             8  
                                        cudaGraphLaunch         2.74%       9.909ms         2.74%       9.909ms       1.239ms       0.000us         0.00%       0.000us       0.000us             8  
                                   cudaDriverGetVersion         0.00%       0.830us         0.00%       0.830us       0.104us       0.000us         0.00%       0.000us       0.000us             8  
                                     aten::resolve_conj         0.00%       2.970us         0.00%       2.970us       0.371us       0.000us         0.00%       0.000us       0.000us             8  
                                      aten::resolve_neg         0.00%       0.820us         0.00%       0.820us       0.102us       0.000us         0.00%       0.000us       0.000us             8  
                                  cudaDeviceSynchronize        96.80%     350.414ms        96.80%     350.414ms     175.207ms       0.000us         0.00%       0.000us       0.000us             2  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 362.017ms
Self CUDA time total: 356.486ms
