profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     605.176ms        96.79%     605.176ms       1.576ms           384  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     592.388ms        94.74%     592.388ms       1.547ms           383  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us      31.764ms         5.08%      31.764ms      82.718us           384  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      20.354ms         3.26%      20.354ms      26.503us           768  
                                     aten::index_select         1.67%      10.731ms        50.47%     324.306ms     211.137us       5.676ms         0.91%       6.810ms       4.433us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       4.573ms         0.73%       4.573ms       3.976us          1150  
                                            aten::copy_         2.23%      14.315ms         5.83%      37.434ms      13.926us       3.346ms         0.54%       3.346ms       1.245us          2688  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.156ms         0.18%       1.156ms       1.505us           768  
                                    Command Buffer Full        46.12%     296.357ms        46.12%     296.357ms       1.033ms       1.133ms         0.18%       1.133ms       3.949us           287  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.104ms         0.18%       1.104ms       2.882us           383  
                                              aten::mul         0.96%       6.151ms         1.69%      10.844ms      14.119us       1.043ms         0.17%       1.043ms       1.358us           768  
                                            aten::where         0.82%       5.239ms         1.67%      10.706ms      13.940us     974.713us         0.16%     974.713us       1.269us           768  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     974.713us         0.16%     974.713us       1.271us           767  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     858.552us         0.14%     858.552us       2.236us           384  
                                              aten::sum         0.54%       3.438ms         0.88%       5.637ms      14.681us     792.531us         0.13%     792.531us       2.064us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     792.531us         0.13%     792.531us       2.064us           384  
                                             aten::silu         0.75%       4.848ms         1.21%       7.778ms      20.254us     690.012us         0.11%     690.012us       1.797us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     690.012us         0.11%     690.012us       1.797us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     671.168us         0.11%     671.168us       0.876us           766  
