profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us       12.343s       387.37%       12.343s      32.144ms           384  
                                          e4b::p66.cold         0.00%       0.000us         0.00%       0.000us       0.000us       11.995s       376.46%       11.995s      31.238ms           384  
                                            aten::copy_         1.33%     164.533ms        29.28%        3.634s     556.745us        3.142s        98.61%        3.142s     481.334us          6528  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us        3.139s        98.51%        3.139s       1.635ms          1920  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      20.440ms         0.64%      20.440ms      26.614us           768  
                                     aten::index_select        35.31%        4.382s        37.50%        4.655s     637.972us       8.453ms         0.27%       8.453ms       1.159us          7296  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       6.208ms         0.19%       6.208ms       2.021us          3072  
                                          aten::nonzero         0.91%     112.450ms         1.46%     181.333ms     118.055us       5.020ms         0.16%       5.026ms       3.272us          1536  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.245ms         0.07%       2.245ms       2.923us           768  
                                            aten::index         0.27%      33.881ms         0.94%     117.154ms      61.018us       2.047ms         0.06%       4.561ms       2.376us          1920  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.965ms         0.06%       1.965ms       1.280us          1535  
void at_cuda_detail::cub::DeviceReduceSingleTileKern...         0.00%       0.000us         0.00%       0.000us       0.000us       1.501ms         0.05%       1.501ms       0.978us          1535  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.148ms         0.04%       1.148ms       1.494us           768  
                                 aten::_index_put_impl_         0.04%       5.545ms         0.09%      11.240ms      29.272us       1.116ms         0.04%       1.116ms       2.907us           384  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.116ms         0.04%       1.116ms       2.907us           384  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us       1.069ms         0.03%       1.069ms       2.783us           384  
                                             aten::sort         0.12%      14.901ms         0.44%      55.211ms      71.890us       1.066ms         0.03%       2.203ms       2.869us           768  
void at_cuda_detail::cub::DeviceCompactInitKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.042ms         0.03%       1.042ms       0.679us          1535  
