profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us        9.066s       612.48%        9.066s      23.609ms           384  
                                          e4b::p66.cold         0.00%       0.000us         0.00%       0.000us       0.000us        8.027s       542.29%        8.027s      20.958ms           383  
                                            aten::copy_         1.24%     114.906ms        19.79%        1.830s     191.133us        1.416s        95.64%        1.416s     147.834us          9576  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us        1.410s        95.23%        1.410s     736.063us          1915  
                                       _gemv_nf4_dotpad         0.00%       0.000us         0.00%       0.000us       0.000us      31.656ms         2.14%      31.656ms      20.663us          1532  
                                     aten::index_select        34.18%        3.162s        38.73%        3.583s     334.094us      11.616ms         0.78%      11.616ms       1.083us         10724  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       8.670ms         0.59%       8.670ms       1.509us          5745  
                                          aten::nonzero         0.50%      46.046ms         2.57%     237.961ms     155.125us       5.008ms         0.34%       5.014ms       3.269us          1534  
                                       cuLaunchKernelEx         0.25%      22.795ms         0.25%      22.795ms       9.920us       3.528ms         0.24%       3.528ms       1.535us          2298  
                                            aten::index         0.47%      43.807ms         2.72%     251.619ms      93.818us       3.397ms         0.23%       5.885ms       2.194us          2682  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       2.946ms         0.20%       2.946ms       1.923us          1532  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.232ms         0.15%       2.232ms       1.457us          1532  
                                 aten::_index_put_impl_         0.11%      10.116ms         0.21%      19.829ms      25.886us       2.155ms         0.15%       2.155ms       2.814us           766  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.155ms         0.15%       2.155ms       2.814us           766  
                                             aten::sort         0.23%      20.943ms         1.57%     144.799ms     126.022us       2.025ms         0.14%       4.312ms       3.753us          1149  
void at::native::bitonicSortKVInPlace<-2, -1, 16, 16...         0.00%       0.000us         0.00%       0.000us       0.000us       2.025ms         0.14%       2.025ms       2.700us           750  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.966ms         0.13%       1.966ms       1.281us          1534  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.771ms         0.12%       1.771ms       0.771us          2298  
