profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us        1.957s       350.00%        1.957s      10.191ms           192  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us        1.902s       340.29%        1.902s       9.909ms           192  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us        1.220s       218.16%        1.220s       6.352ms           192  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     524.326ms        93.79%     524.326ms       2.731ms           192  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      25.901ms         4.63%      25.901ms      67.451us           384  
                                            aten::copy_         1.21%      23.620ms         2.83%      55.508ms      18.069us       2.270ms         0.41%       2.270ms       0.739us          3072  
                                     aten::index_select         0.49%       9.516ms         1.07%      20.870ms      36.233us       1.385ms         0.25%       1.385ms       2.405us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.083ms         0.19%       1.083ms       2.821us           384  
                                              aten::mul         0.67%      13.120ms         1.15%      22.621ms      19.636us       1.067ms         0.19%       1.067ms       0.926us          1152  
                                              aten::sum         0.58%      11.419ms         1.44%      28.170ms      48.906us     895.415us         0.16%       1.280ms       2.222us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     886.241us         0.16%     886.241us       1.539us           576  
                                            aten::clamp         0.32%       6.288ms         0.53%      10.315ms      26.861us     628.508us         0.11%     628.508us       1.637us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     628.508us         0.11%     628.508us       1.637us           384  
                                              aten::add         0.41%       8.015ms         0.65%      12.705ms      22.058us     519.714us         0.09%     519.714us       0.902us           576  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     518.525us         0.09%     518.525us       1.350us           384  
                                             aten::add_         0.17%       3.384ms         0.32%       6.282ms      16.361us     413.189us         0.07%     413.189us       1.076us           384  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     413.189us         0.07%     413.189us       1.076us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     384.476us         0.07%     384.476us       1.001us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     376.890us         0.07%     376.890us       1.963us           192  
