profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us        2.609s       350.48%        2.609s      13.586ms           192  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us        2.558s       343.64%        2.558s      13.321ms           192  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us        1.652s       222.02%        1.652s       8.607ms           192  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     710.032ms        95.40%     710.032ms       3.698ms           192  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      25.891ms         3.48%      25.891ms      67.423us           384  
                                            aten::copy_         1.16%      30.320ms         2.67%      69.960ms      22.774us       2.191ms         0.29%       2.191ms       0.713us          3072  
                                     aten::index_select         0.47%      12.403ms         1.03%      27.085ms      47.023us       1.102ms         0.15%       1.102ms       1.914us           576  
                                              aten::mul         0.66%      17.319ms         1.12%      29.267ms      25.405us       1.067ms         0.14%       1.067ms       0.927us          1152  
                                              aten::sum         0.55%      14.552ms         1.33%      34.903ms      60.596us     893.604us         0.12%       1.278ms       2.219us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     876.475us         0.12%     876.475us       1.522us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     837.353us         0.11%     837.353us       2.181us           384  
                                            aten::clamp         0.32%       8.300ms         0.51%      13.487ms      35.123us     628.543us         0.08%     628.543us       1.637us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     628.543us         0.08%     628.543us       1.637us           384  
                                              aten::add         0.40%      10.582ms         0.63%      16.538ms      28.712us     519.262us         0.07%     519.262us       0.901us           576  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     517.574us         0.07%     517.574us       1.348us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     384.476us         0.05%     384.476us       1.001us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     376.030us         0.05%     376.030us       1.958us           192  
                                      aten::bitwise_and         0.22%       5.668ms         0.36%       9.474ms      24.672us     371.041us         0.05%     371.041us       0.966us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     371.041us         0.05%     371.041us       0.966us           384  
