profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     215.992ms       503.36%     215.992ms       1.125ms           192  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us      98.986ms       230.68%      98.986ms     515.555us           192  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      26.183ms        61.02%      26.183ms      68.185us           384  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us       7.797ms        18.17%       7.797ms      40.607us           192  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us       7.599ms        17.71%       7.599ms      39.579us           192  
                                            aten::copy_         4.96%      11.943ms        12.85%      30.918ms      10.064us       2.303ms         5.37%       2.303ms       0.750us          3072  
                                     aten::index_select         2.15%       5.168ms         4.85%      11.660ms      20.243us       1.386ms         3.23%       1.386ms       2.407us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       1.085ms         2.53%       1.085ms       2.825us           384  
                                              aten::mul         2.92%       7.034ms         5.42%      13.042ms      11.321us       1.074ms         2.50%       1.074ms       0.933us          1152  
                                              aten::sum         2.58%       6.200ms         6.47%      15.567ms      27.026us       1.047ms         2.44%       1.432ms       2.485us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     912.252us         2.13%     912.252us       1.584us           576  
                                            aten::clamp         1.39%       3.337ms         2.43%       5.846ms      15.224us     631.710us         1.47%     631.710us       1.645us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     631.710us         1.47%     631.710us       1.645us           384  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     544.798us         1.27%     544.798us       1.419us           384  
                                              aten::add         1.80%       4.322ms         3.04%       7.313ms      12.697us     522.049us         1.22%     522.049us       0.906us           576  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     502.624us         1.17%     502.624us       2.618us           192  
                                             aten::add_         0.71%       1.700ms         1.46%       3.502ms       9.120us     413.818us         0.96%     413.818us       1.078us           384  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     413.818us         0.96%     413.818us       1.078us           384  
                                      aten::bitwise_and         0.94%       2.268ms         1.73%       4.158ms      10.827us     402.780us         0.94%     402.780us       1.049us           384  
