profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us        2.506s       333.05%        2.506s      13.054ms           192  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us        2.450s       325.52%        2.450s      12.759ms           192  
                                       e4b::p66.resolve         0.00%       0.000us         0.00%       0.000us       0.000us        1.523s       202.32%        1.523s       7.930ms           192  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     718.377ms        95.46%     718.377ms       3.742ms           192  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      25.875ms         3.44%      25.875ms      67.382us           384  
                                            aten::copy_         1.30%      32.707ms         2.98%      74.666ms      24.305us       2.187ms         0.29%       2.187ms       0.712us          3072  
                                              aten::mul         0.73%      18.179ms         1.23%      30.735ms      26.680us       1.067ms         0.14%       1.067ms       0.926us          1152  
                                     aten::index_select         0.51%      12.902ms         1.13%      28.339ms      49.199us       1.049ms         0.14%       1.049ms       1.820us           576  
                                              aten::sum         0.62%      15.465ms         1.48%      37.217ms      64.613us     888.125us         0.12%       1.270ms       2.204us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     870.964us         0.12%     870.964us       1.512us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     783.134us         0.10%     783.134us       2.039us           384  
                                            aten::clamp         0.35%       8.855ms         0.57%      14.261ms      37.137us     628.222us         0.08%     628.222us       1.636us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     628.222us         0.08%     628.222us       1.636us           384  
                                              aten::add         0.44%      11.079ms         0.69%      17.340ms      30.104us     518.810us         0.07%     518.810us       0.901us           576  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     513.178us         0.07%     513.178us       1.336us           384  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     381.535us         0.05%     381.535us       0.994us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     374.947us         0.05%     374.947us       1.953us           192  
                                      aten::bitwise_and         0.24%       6.025ms         0.40%      10.046ms      26.163us     371.068us         0.05%     371.068us       0.966us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     371.068us         0.05%     371.068us       0.966us           384  
