profiled decode steps: 8 (active window: 8/8)
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         e4b::p66.layer         0.00%       0.000us         0.00%       0.000us       0.000us     620.436ms       112.08%     620.436ms       3.231ms           192  
                                         e4b::p66.fetch         0.00%       0.000us         0.00%       0.000us       0.000us     574.659ms       103.81%     574.659ms       2.993ms           192  
                                      _gather_rows_addr         0.00%       0.000us         0.00%       0.000us       0.000us     519.187ms        93.79%     519.187ms       2.704ms           192  
                                    _gemv_mxfp4_grouped         0.00%       0.000us         0.00%       0.000us       0.000us      25.827ms         4.67%      25.827ms      67.257us           384  
                                            aten::copy_         1.35%       8.380ms         3.21%      19.929ms      11.533us       2.040ms         0.37%       2.040ms       1.181us          1728  
                                     aten::index_select         0.98%       6.101ms         2.32%      14.438ms      18.800us       1.451ms         0.26%       1.451ms       1.889us           768  
                                              aten::mul         1.14%       7.081ms         2.04%      12.690ms      11.016us       1.076ms         0.19%       1.076ms       0.934us          1152  
                                              aten::sum         0.94%       5.852ms         2.36%      14.684ms      25.493us     904.595us         0.16%       1.297ms       2.252us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     883.319us         0.16%     883.319us       1.534us           576  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     865.221us         0.16%     865.221us       2.253us           384  
                                            aten::clamp         0.53%       3.268ms         0.91%       5.642ms      14.692us     621.920us         0.11%     621.920us       1.620us           384  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     621.920us         0.11%     621.920us       1.620us           384  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     530.360us         0.10%     530.360us       1.381us           384  
                                              aten::add         0.69%       4.316ms         1.14%       7.085ms      12.301us     521.883us         0.09%     521.883us       0.906us           576  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     392.472us         0.07%     392.472us       1.022us           384  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     374.235us         0.07%     374.235us       1.949us           192  
                                      aten::bitwise_and         0.37%       2.297ms         0.65%       4.009ms      10.440us     366.653us         0.07%     366.653us       0.955us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     366.653us         0.07%     366.653us       0.955us           384  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     348.924us         0.06%     348.924us       0.909us           384  
